language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
31	Kazakh	1	main	ABL	oramal köz žas-ï-nan sw bol-dï	handkerchief.NOM eye.NOM tear-POSS3-ABL water.NOM be-PST.3SG	The handkerchief was wet from tears.	носовой_платок.NOM глаз.NOM слеза-POSS3-ABL вода.NOM быть-PST.3SG	Платок был мокрым от слез.		
31	Kazakh	2	main	NOM_sebebinen	aɣaš awïr-ï-lïq sebeb-i-nen sïn-ïp ket-ti	tree.NOM heavy-POSS3-NMLZ cause-POSS3-ABL break-CBV go-PST.3SG	The tree broke from the weight.	дерево.NOM тяжелый-POSS3-NMLZ причина-POSS3-ABL сломать-CBV идти-PST.3SG	Дерево сломалось от тяжести.		
31	Kazakh	3	main	GEN_kesirinen	bir äyel tüt-i-niŋ kesir-i-nen žöter-il-ip žatïr	one woman.NOM smoke-POSS3-ABL cause-POSS3-ABL cough-PASS-CVB lie.PRS2.3SG	The woman coughs because of the smoke.	один женщина.NOM дымка-POSS3-ABL причина-POSS3-ABL кашель-PASS-CVB лежать.PRS2.3SG	Женщина кашляет из-за дыма.		
31	Kazakh	4	main	ABL	biz sw boy-ï-n qara-nɣï-lïq-tan kör-me-y tur-mïz	we water.NOM coast-POSS3-ACC black-ADJ-NMLZ-ABL see-NEG-CVB stand.PRS2-1PL	We can't see the shore because of the darkness.	мы вода.NOM берег-POSS3-ACC черный-ADJ-NMLZ-ABL видеть-NEG-CVB стоять.PRS2-1PL	Мы не можем видеть берег из-за темноты.		
31	Kazakh	5	main	n.a.	keybir adam-dï durïs emes sebep-ter-den tutqïn-ɣa al-dï	some person-ACC correct NEG2 cause-PL-ABL prison-DAT take-PST.3SG	A man was taken to prison because of a mistake (because of a wrong reason)	некоторый человек-ACC правильный NEG2 причина-PL-ABL тюрьма-DAT брать-PST.3SG	Человека посадили в тюрьму по ошибке (по неправильной причине).	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
31	Kazakh	6	main	ABL	aɣaš žel-den qula-dï	tree.NOM wind-ABL fall-PST1.3SG	The tree fell due to the wind.	дерево.NOM ветер-ABL упасть-PST1.3SG	Дерево упало из-за ветра.		
31	Kazakh	7	main	n.a.	keybir adam tok-qa ur-ïl-ïp qaza1 tap2-tï	some person.NOM current-DAT hit-PASS-CVB die1,2-PST.3SG	A man died from being electrocuted.	некоторый человек.NOM ток-DAT ударить-PASS-CVB умереть1,2-PST.3SG	Мужчина умер, получив удар током.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
31	Kazakh	8	main	ABL	äyel1 adam2 šw-dan oya-n-dï	woman1,2.NOM noise-ABL wake_up-REFL-PST1.3SG	The woman woke up from the noise.	женщина1,2.NOM шум-ABL будить-REFL-PST1.3SG	Женщина проснулась от шума.		
31	Kazakh	9	main	ABL	er1 adam-nïŋ2 bas-ï sïra-dan awïr-ïp tur	man1,2-GEN head-POSS.3 beer-ABL hurt-CVB stand.PRS2.3SG	A man had a headache from beer.	человек1,2-GEN голова-POSS.3 пиво-ABL болеть-CVB стоять.PRS2.3SG	У мужчины от пива разболелась голова.		
31	Kazakh	10	main	n.a.	äyel1 adam2 iyt-tiŋ iste-gi-ni külk-il-ip bol-ïp tab-ïl-dï	woman1,2.NOM dog-GEN do-NMLZ-ACC laugh-PASS-CVB be-CVB find-PASS-PST.3SG	The woman started laughing at what the puppy was doing.	женщина1,2.NOM собака-GEN делать-NMLZ-ACC смеяться-PASS-CVB быть-CVB найти-PASS-PST.3SG	Женщина начала смеяться над тем, что делал щенок.	This translation is not included in the database because the noun phrase used in the nominal causal construction semantically deviates from the one intended by the stimulus sentence	
