language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
35	Norwegian (Bokmål)	1	main	av	Lommetørkle-et ble våt-t av tår-er.	handkerchief-DEF.SG stay.PST wet-DEF.SG.N from tear-INDF.PL	The handkerchief was wet from tears.	носовой_платок-DEF.SG оставаться.PST мокрый-DEF.SG.N из слеза-INDF.PL	Платок промок от слез.		
35	Norwegian (Bokmål)	2	main	pa_grunn_av	Grein-a brakk på grunn av vekt-a.	branch-DEF.SG break.PST on soil from weight-DEF.SG	The branch broke from the weight.	ветка-DEF.SG ломаться.PST на почва из вес-DEF.SG	Ветка сломалась от тяжести.		
35	Norwegian (Bokmål)	3	main	pa_grunn_av	Kvinn-en hoste-r på grunn av røyk-en.	woman-DEF.SG cough-PRS on soil from smoke-DEF.SG	The woman coughs because of the smoke.	женщина-DEF.SG кашлять-PRS на почва из дым-DEF.SG	Женщина кашляет из-за дыма.		
35	Norwegian (Bokmål)	4	main	pa_grunn_av	Vi se-r ikke land på grunn av mørk-et.	we see-PRS land on soil from darkness-DEF.SG	We can't see the shore because of the darkness.	мы видеть-PRS NEG земля на почва из темнота-DEF.SG	Мы не видим берега из-за темноты.		
35	Norwegian (Bokmål)	5	main	ved	Mann-en ble arrester-t ved en feil.	man-DEF.SG be arrest-PST.PTCP from INDF.SG.M mistake	The man was arrested by mistake.	мужчина-DEF.SG быть арестовывать-PST.PTCP от INDF.SG.M ошибка	Мужчину задержали по ошибке.		
35	Norwegian (Bokmål)	6	main	pa_grunn_av	Tre-et falt ned på grunn av vind-en.	tree-DEF.SG fall.PST.PTCP on soil from wind-DEF.SG	The tree fell due to the wind.	дерево-DEF.SG падать.PST.PTCP на почва из ветер-DEF.SG	Дерево упало из-за ветра.		
35	Norwegian (Bokmål)	7	main	av	Mann-en døde av elektrisk støt.	man-DEF.SG die.PST from electric blow	The man died from electric shock.	мужчина-DEF.SG умирать.PST из электрический удар	Мужчина умер от удара током.		
35	Norwegian (Bokmål)	8	main	av	Kvinn-en våkne-t av bråk-et.	woman-DEF.SG wake_up-PST from noise-DEF.SG	The woman woke up from the noise.	женщина-DEF.SG просыпаться-PST из шум-DEF.SG	Женщина проснулась от шума.		
35	Norwegian (Bokmål)	9	main	av	Mannen fikk vond-t i hod-et av øl-et.	man-DEF.SG receive.PST sick-INDF.N in head-DEF.SG from beer-DEF.SG	A man had a headache from beer.	мужчина-DEF.SG получать.PST больной-INDF.N в голова-DEF.SG из пиво-DEF.SG	У человека заболела голова от пива.		
35	Norwegian (Bokmål)	10	main	av	Kvinn-en begyn-te å le av valp-en.	woman-DEF.SG start-PST laugh from puppy-DEF.SG	The woman started laughing at the puppy.	женщина-DEF.SG начинать-PST INF смеяться из щенок-DEF.SG	Женщина начала смеяться из-за щенка.		
