language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
27	Armenian (Eastern)	1	main	ABL	T‘aškinak-ə t‘ac‘ac‘-el=ē arc‘unk‘-ner-ic‘.	handkerchief-DEF get_wet-PTCP_PF=be.PRS.3SG tear-PL-ABL	The handerchief got soaked from tears.	платок-DEF намокать-PTCP_PF=быть.PRS.3SG слеза-PL-ABL	Платок намок от слез.		
27	Armenian (Eastern)	2	main	ABL	Canrut‘yun-ic‘ čyuġ-ə ǰardvec‘.	weight-ABL branch-DEF break:MED.AOR.3SG	The branch broke from the weight.	тяжесть-ABL ветка-DEF ломать:MED.AOR.3SG	Ветка сломалась от тяжести.		
27	Armenian (Eastern)	3	main	ABL	Cx-ic‘ kin-ə haz-um=ē.	smoke-ABL woman-DEF cough-PTCP_PRS=be.PRS.3SG	The woman is coughing because of the smoke.	дым-ABL женщина-DEF кашлять-PTCP_PRS=быть.PRS.3SG	Женщина кашляет от дыма.		
27	Armenian (Eastern)	4	main	GEN_patcarov	Mt‘ut‘yan patčaŕ-ov ap‘-ə č‘-enk‘ tesn-um.	darkness.GEN cause-INS shore-DEF NEG-be.PRS.1PL see-PTCP_PRS	We can’t see the shore because of the darkness.	темнота.GEN причина-INS берег-DEF NEG-быть.PRS.1PL видеть-PTCP_PRS	Мы не видим берег из-за темноты.		
27	Armenian (Eastern)	5	main	n.a.	Tġamard-ə sxalmamb=ē kalanavorv-el.	man-DEF by_mistake=be.PRS.3SG arrest:MED-PTCP_PF	The man was arrested by mistake.	мужчина-DEF по_ошибке=быть.PRS.3SG арестовывать:MED-PTCP_PF	Мужчина был арестован по ошибке.	This translation is not included in the database because the causing event is expressed as an adverb, not a nominal phrase.	
27	Armenian (Eastern)	6	main	ABL	K‘am-uc‘ caŕ-ə ənk-av.	wind-ABL tree-DEF fall-AOR.3SG	The tree fell due to the wind.	ветер-ABL дерево-DEF падать-AOR.3SG	Дерево упало от ветра.		
27	Armenian (Eastern)	7	main	ABL	Tġamard-ə mahac‘-el=ē hosank‘-i harvac-ic‘.	man-DEF die-PTCP_PF=be.PRS.3SG flow-GEN blow-ABL	The man died from electric shock.	мужчина-DEF умирать-PTCP_PF=быть.PRS.3SG ток-GEN удар-ABL	Мужчина погиб от удара тока.		
27	Armenian (Eastern)	8	main	ABL	Aġmuk-ic‘ kin-ə art‘nac‘-el=ē.	noise-ABL woman-DEF wake_up-PTCP_PF=be.PRS.3SG	The woman woke up from the noise.	шум-ABL женщина-DEF просыпаться-PTCP_PF=быть.PRS.3SG	Женщина проснулась от шума.		
27	Armenian (Eastern)	8	alternate	GEN_patcarov	Kin-ə art‘nac‘-av aġmuk-i patčaŕ-ov.	woman-DEF wake_up-AOR.3SG noise-GEN cause-INS	The woman woke up from the noise.	женщина-DEF просыпаться-AOR.3SG шум-GEN причина-INS	Женщина проснулась от шума.		
27	Armenian (Eastern)	9	main	ABL	Gareĵr-ic‘ tġamard-u glux-ə c‘av-um=ē.	beer-ABL man-GEN head-DEF hurt-PTCP_PRS=be.PRS.3SG	The man has a headache from the beer.	пиво-ABL мужчина-GEN голова-DEF болеть-PTCP_PRS=быть.PRS.3SG	У мужчины от пива болит голова.		
