language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
36	Khanty (Northern)	1	main	ewelt	uχšam-en sɛm jiŋk ewəλt puš-s-a	handkerchief-POSS.2SG eye water from get_wet-PST-PASS	The handkerchief got wet from tears.	платок-POSS.2SG глаз вода из мокнуть-PST-PASS	Платок намок от слез.		
36	Khanty (Northern)	2	main	ewelt	nʉw-en šʉkat-əs λawərt ewəλt	branch-POSS.2SG break-PST heavy from	The branch broke from the weight.	ветка-POSS.2SG ломать-PST тяжелый из	Ветка сломалась из-за [чего-то] тяжелого.		
36	Khanty (Northern)	2	alternate	pata	nʉw-en šʉkat-əs λawərt păta	branch-POSS.2SG break-PST heavy for	The branch broke from <something> heavy.	ветка-POSS.2SG ломать-PST тяжелый для 	Ветка сломалась из-за [чего-то] тяжелого.		
36	Khanty (Northern)	3	main	ewelt	imi pɵseŋ ewəλt χɵλλˊ-əλ	woman smoke from cough-NPST	The woman is coughing from the smoke.	женщина дым из кашлять-NPST	Женщина кашляет от дыма.		
36	Khanty (Northern)	3	alternate	pata	imi pɵseŋ păta χɵλλˊ-əλ	woman smoke for cough-NPST	The woman is coughing from the smoke.	женщина дым для кашлять-NPST	Женщина кашляет от дыма.		
36	Khanty (Northern)	4	main	pata	patλam păta juχan kiməλ ăn kă-λ	darkness for river coast NEG be_visible-NPST	We cannot see the shore because of the darkness.	темнота для река берег NEG быть_видным-NPST	Из-за темноты берег реки не видно.		
36	Khanty (Northern)	5	main	pata	tăm ikɛ-n katəλ-s-a juwra wɛr păta	this man-POSS.2SG catch-PST-PASS wrong matter for	The man was arrested because of a mistake.	этот мужчина-POSS.2SG ловить-PST-PASS неправильный дело для	Этого мужчину схватили из-за ошибки.		
36	Khanty (Northern)	6	main	ewelt	jʉχ-en răkn-əs wot ewəλt	tree-POSS.2SG fall-PST wind from	The tree fell due to the wind.	дерево-POSS.2SG упасть-PST ветер из	Дерево упало от ветра.		
36	Khanty (Northern)	7	main	ewelt	ik-en imuχti χătś-əm ut ewəλt iλ răkn-əs	man-POSS.2SG immediately hit-NFIN.PST object from down fall-PST	The man fell from the object that hit him.	мужчина-POSS.2SG сразу ударить-NFIN.PST предмет из вниз упасть-PST	Мужчина сразу упал от ударившего [его] предмета.		
36	Khanty (Northern)	8	main	ewelt	imi nuχ wɛrλ-əs sij ewəλt	woman up wake_up-PST noise from	The woman woke up from the noise.	женщина вверх проснуться-PST шум из	Женщина проснулась от шума.		
