language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
37	Chinese (Mandarin)	1	main	n.a.	zhège shǒupà bèi lèishuǐ jìnshī-le	this handkerchief PASS tears soak-PFV 	The handkerchief got wet from tears.		Платок намок от слез. 	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
37	Chinese (Mandarin)	2	main	n.a.	zhège shùzhī bèi zhòngwù yā duàn-le	this branch PASS weight press break-PFV 	The branch broke from the weight.		Ветка сломалась от тяжести.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
37	Chinese (Mandarin)	3	main	yinwei_er	zhège nǚrén yīnwèi yānwù ér késou	this woman because smoke and cough	The woman is coughing from the smoke.		Женщина кашляет от дыма.		
37	Chinese (Mandarin)	4	main	n.a.	yīnwèi tài hēi wǒmen kàn bu jiàn ànbiān	because too_much dark we see not_able see shore	We cannot see the shore because it is too dark.		Мы не видим берег, потому что слишком темно.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
37	Chinese (Mandarin)	5	main	n.a.	zhège nánrén bèi wù zhuā-le	this man PASS wrongly catch-PFV 	The man was arrested by mistake.		Мужчину арестовали по ошибке. 	This translation is not included in the database because the causative meaning is expressed in the predicate.	
37	Chinese (Mandarin)	6	main	n.a.	zhège shù bèi fēng guādǎo-le	this tree PASS wind blow_down-PFV 	The tree fell due to the wind.		Дерево упало от ветра.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
37	Chinese (Mandarin)	7	main	n.a.	zhège nánrén mǎshàng bèi diàn sǐ-le 	this man immediately PASS electricity die-PFV	The man died from electric shock.		Мужчина погиб от удара тока.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
37	Chinese (Mandarin)	8	main	n.a.	zhège nǚrén bèi zàoyīn chǎoxǐng-le 	this woman PASS noise wake up-PFV	The woman woke up from the noise.		Женщина проснулась от шума.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
37	Chinese (Mandarin)	9	main	yinwei_er	zhège nánrén yīnwèi píjiǔ ér tóuténg 	this man because beer and headache	The man has a headache from the beer.		У мужчины болит голова от пива.		
37	Chinese (Mandarin)	10	main	n.a.	zhège xiǎogǒu huájī-de dǎgǔn, dòu dé nǚrén fāxiào	this puppy funny-ADVM tumble_over amuse able woman burst_out_laughing	The woman had a laugh at the puppy. 		Женщина посмеялась над щенком.	This translation is not included in the database because the expression corresponding to the causing event is not a syntactic dependent of the expression corresponding to the caused event. 	
