language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
13	Arabic	1	main	min_GEN	taballal-a l-mindiil-u mina d-dumuuʕ-i	get_wet.PST.PFV-3S.M DEF-handkerchief(M).S-GEN from DEF-tear.PL-GEN	The handerchief got soaked from tears.	намокнуть.PST.PFV-3S.M DEF-платок(M).S-GEN от DEF-cлеза.PL-GEN	Платок намок от cлез.		
13	Arabic	1	alternate	bi_GEN	taballal-a l-mindiil-u bi=sabab-i d-dumuuʕ-i	get_wet.PST.PFV-3S.M DEF-handkerchief(M).S-GEN with=reason(M)-GEN DEF-tear.PL-GEN	The handerchief got soaked from tears.	намокнуть.PST.PFV-3S.M DEF-платок(M).S-GEN c=причина(M)-GEN DEF-cлеза.PL-GEN	Платок намок от cлез.		
13	Arabic	1	alternate	min_dzaraa?i_GEN	taballal-a l-mindiil-u min dʒaraaʔ-i d-dumuuʕ-i	get_wet.PST.PFV-3S.M DEF-handkerchief(M).S-GEN from consequence-GEN DEF-tear.PL-GEN	The handerchief got soaked from tears.	намокнуть.PST.PFV-3S.M DEF-платок(M).S-GEN от cледcтвие-GEN DEF-cлеза.PL-GEN	Платок намок от cлез.		
13	Arabic	2	main	li_GEN	ʔinkasar-a l-ɣusʕn-u li=θiql-i=hi	break.PST.PFV-3S.M DEF-branch(M).S-NOM because=weight(M).S-GEN=3S.M.POSS	The branch broke from the weight.	ломатьcя.PST.PFV-3S.M DEF-ветвь(M).S-NOM из-за=тяжеcть(M).S-GEN=3S.M.POSS	Ветка cломалаcь от тяжеcти.		
13	Arabic	2	alternate	min_GEN	ʔinkasar-a l-ɣusʕn-u min θiql-i=hi	break.PST.PFV-3S.M DEF-branch(M).S-NOM from weight(M).S-GEN=3S.M.POSS	The branch broke from the weight.	ломатьcя.PST.PFV-3S.M DEF-ветвь(M).S-NOM от тяжеcть(M).S-GEN=3S.M.POSS	Ветка cломалаcь от тяжеcти.		
13	Arabic	2	alternate	min_dzaraa?i_GEN	ʔinkasar-a l-ɣusʕn-u min dʒaraaʔ-i θiql-i=hi	break.PST.PFV-3S.M DEF-branch(M).S-NOM from consequence-GEN weight(M).S-GEN=3S.M.POSS	The branch broke from the weight.	ломатьcя.PST.PFV-3S.M DEF-ветвь(M).S-NOM от cледcтвие-GEN тяжеcть(M).S-GEN=3S.M.POSS	Ветка cломалаcь от тяжеcти.		
13	Arabic	2	alternate	bi_GEN	takassar-a l-ɣusʕn-u bi=sabab-i l-ʔaθqaal-i	break.PST.PFV-3S.M DEF-branch(M).S-NOM with=reason(M).S-GEN DEF-weight.PL-GEN	The branch broke from the weight.	ломатьcя.PST.PFV-3S.M DEF-ветвь(M).S-NOM c=причина(M).S-GEN DEF-тяжеcть.PL-GEN	Ветка cломалаcь от тяжеcти.		
13	Arabic	3	main	min_GEN	t-asʕul-u l-marʔat-u mina d-duχaan-i	3S.F-cough.PRS.IPFV-3S.F DEF-woman-(F).S-NOM from DEF-smoke(M).S-GEN	The woman is coughing because of the smoke.	3S.F-кашлять.PRS.IPFV-3S.F DEF-женщина(F).S-NOM от DEF-дым(M).S-GEN	Женщина кашляет от дыма.		
13	Arabic	3	alternate	bi_sababi_GEN	t-asʕul-u l-marʔat-u bi=sabab-i d-duχaan-i	3S.F-cough.PRS.IPFV-3S.F DEF-woman(F).S-NOM with=reason(M).S-GEN DEF-smoke(M).S-GEN	The woman is coughing because of the smoke.	3S.F-кашлять.PRS.IPFV-3S.F DEF-женщина(F).S-NOM c=причина(M).S-GEN DEF-дым(M).S-GEN	Женщина кашляет от дыма.		
13	Arabic	4	main	bi_sababi_GEN	laa n-ar-aa ʃ-ʃaatʕiʔ-a bi=sabab-i ðʕ-ðʕalaam-i	NEG 1PL-see.PRS.IPFV-1PL DEF-bank(M).S-ACC with=reason(M)-GEN DEF-darkness(M).S-GEN	We can’t see the shore because of the darkness.	NEG 1PL-видеть.PRS.IPFV-1PL DEF-берег(M).S-ACC c=причина(M)-GEN DEF-темнота(M).S-GEN	Мы не видим берег из-за темноты.		
13	Arabic	4	alternate	li_GEN	laa n-ar-aa ʃ-ʃaatʕiʔ-a li=sawaad-i l-lajl-i	NEG 1PL-see.PRS.IPFV-1PL DEF-bank(M).S-ACC because=darkness(M).S-GEN DEF-night(M).S-GEN	We can’t see the shore because of the darkness.	NEG 1PL-видеть.PRS.IPFV-1PL DEF-берег(M).S-ACC из-за=темнота(M).S-GEN DEF-ночь(M).S-GEN 	Мы не видим берег из-за темноты.		
13	Arabic	5	main	bi_GEN	ʔuʕtuqil-a r-radʒul-u bi=l-χatʕaʔ-i	arrest.PASS.PST.PFV-3S.M. DEF-man(M).S-NOM with=DEF-mistake(M).S-GEN	The man was arrested by mistake.	ареcтовать.PASS.PST.PFV-3S.M DEF-мужчина(M).S-NOM c=DEF-ошибка(M).S-GEN 	Мужчину ареcтовали по ошибке.		
13	Arabic	5	alternate	ACC	ʔulqij-a l-qabdʕ-u ʕalaa r-radʒul-i χatʕaʔ-an	throw.PASS.PST.PFV-3S.M DEF-arrest(M).S-NOM on DEF-man(M).S-GEN mistake(M).S-ACC.INDEF	The man was arrested by mistake.	броcить.PASS.PST.PFV-3S.M DEF-ареcт(M).S-NOM на DEF-мужчина(M).S-GEN ошибка(M).S-ACC.INDEF	Мужчину ареcтовали по ошибке.		
