language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
43	Kumyk	1	main	abl	jawluqʼ gʲoz'jaš-lar-dan suw bol-d-u	handkerchief tear-PL-ABL wet become-PST-3	The handkerchief was wet with tears.	платок слеза-PL-ABL мокрый стать-PST-3	Платок намок от слез.		
43	Kumyk	1	alternate	uchun	jawluqʼ gʲoz'jaš-lar učun suw bol-d-u	handkerchief tear-PL because_of wet become-PST-3	The handkerchief was wet with tears.	платок слеза-PL из-за мокрый стать-PST-3	Платок намок от слез.		
43	Kumyk	2	main	abl	butaqʼ awurluk-tan syn-n-y	branch heaviness-ABL break-PST-3	The branch broke from the weight.	ветка тяжесть-ABL поломаться-PST-3	Ветка сломалась от тяжести.		
43	Kumyk	2	alternate	sebepli	butaqʼ awurluk sebepli syn-n-y	branch heaviness for_the_reason of break-PST-3	The branch broke from the weight.	ветка тяжесть по_причине поломаться-PST-3	Ветка сломалась от тяжести.		
43	Kumyk	3	main	abl	qʼatyn tjutjun-nen χaχ edi	woman smoke-ABL cough be.PST.3SG	The woman coughs from the smoke.	женщина дым-ABL кашель быть.PST.3SG	Женщина кашляет от дыма.		
43	Kumyk	3	alternate	sebepli	qʼatyn tjutjun sebepli χaχ edi	woman smoke for_the_reason_of cough be.PST.3SG	The woman coughs from the smoke.	женщина дым по_причине кашель быть.PST.3SG	Женщина кашляет от дыма.		
43	Kumyk	4	main	abl	qʼarangylyqʼ-tan o'zen-ni bo-'u gʲor-jun-me-j	darkness-ABL river-GEN end-P_3 see-REFL-NEG-NPST.3SG	We can't see the shore because of the darkness.	темнота-ABL река-GEN край-P_3 видеть-REFL-NEG-NPST.3SG	Мы не видим берег из-за темноты.		
43	Kumyk	4	alternate	uchun	qʼarangylyqʼ učun o'zen-ni bo-'u gʲor-jun-me-j	darkness because_of river-GEN end-P_3 see-REFL-NEG-NPST.3SG	We can't see the shore because of the darkness.	темнота из-за река-GEN край-P_3 видеть-REFL-NEG-NPST.3SG	Мы не видим берег из-за темноты.		
43	Kumyk	5	main	n.a.	er1 giši-ni2 bilmejli tut-up-lar	man-GEN1,2 blindly take-CV_PERF-PL	The man was arrested by mistake.	мужчина-GEN1,2 вслепую брать-CV_PERF-PL	Мужчину арестовали по ошибке .	This translation is not included in the database because the causing event is expressed as an adverb, not a nominal phrase.	
43	Kumyk	6	main	abl	terek el-den tjuš-t-u'	tree wind-ABL fall-PST-3SG	The tree fell from the wind.	дерево ветер-ABL падать-PST-3SG	Дерево упало от ветра.		
43	Kumyk	6	alternate	sebepli	terek el sebepli tjuš-t-u'	tree wind for_the_reason_of fall-PST-3SG	The tree fell from the wind.	дерево ветер по_причине падать-PST-3SG	Дерево упало от ветра.		
