language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
24	Polish	1	main	INS	Husteczk-a nasiąk-ł-a łz-ami.	handkerchief-NOM.SG get_soaked-PST-F.SG tear-INS.PL	The handkerchief got soaked from tears.	платок-NOM.SG намокнуть-PST-F.SG слеза-INS.PL	Платок намок от слез.		
24	Polish	1	alternate	od_GEN	Husteczk-a nasiąk-ł-a od łez.	handkerchief-NOM.SG get_soaked-PST-F.SG from tear[GEN.PL]	The handkerchief got soaked from tears.	платок-NOM.SG намокнуть-PST-F.SG от слеза[GEN.PL]	Платок намок от слез.		
24	Polish	2	main	od_GEN	Gałąź złama-ł-a się pod ciężar-em śnieg-u.	branch[NOM.SG] break-PST-N.SG REFL under weight-INS.SG snow-GEN.SG	The branch broke under the weight of the snow.	ветка[NOM.SG] ломать-PST-N.SG REFL под вес-INS.SG снег-GEN.SG	Ветка сломалась под тяжестью снега.		Alternative is “urwało się”.
24	Polish	3	main	z_powodu_GEN	Kobiet-a kaszle z powod-u dym-u.	woman-NOM.SG cough.PRS.3SG from2 reason-GEN.SG smoke-GEN.SG	The woman is coughing because of the smoke.	женщина-NOM.SG кашлять.PRS.3SG с причина-GEN.SG дым-GEN.SG	Женщина кашляет от дыма.		
24	Polish	4	main	n.a.	Nie widać brzeg-u bo jest ciemno.	NEG see.INF shore-GEN.SG because be.PRS.3SG dark	One can’t see the shore because it is dark.	NEG видеть.INF берег-GEN.SG потому_что быть.PRS.3SG темно	Берега не видно, потому что темно.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	Alternative is «nie widzimy».
24	Polish	4	alternate	z_powodu_GEN	Nie widać brzeg-u z powod-u ciemnośc-i.	NEG see.INF shore-GEN.SG from2 reason-GEN.SG darkness-GEN.SG	One can’t see the shore because of the darkness.	NEG видеть.INF берег-GEN.SG с причина-GEN.SG темнота-GEN.SG	Берега не видно из-за темноты.		Alternative is «nie widzimy».
24	Polish	5	main	przez_ACC	Aresztowa-no go przez pomyłk-ę.	arrest-PASS.IMPS he.ACC through mistake-ACC.SG	He was arrested by mistake.	арестовать-PASS.IMPS он.ACC через ошибка-ACC.SG	Мужчину арестовали по ошибке.		
24	Polish	6	main	n.a.	Wiatr złama-ł drzew-o.	wind[NOM.SG] break-PST[M.SG] tree-ACC.SG	The wind broke the tree.	ветер[NOM.SG] ломать-PST[M.SG] дерево-ACC.SG	Ветер свалил дерево.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
24	Polish	6	alternate	przez_ACC	Drzew-o zosta-ł-o złama-n-e przez wiatr.	tree-NOM.SG remain-PST-N.SG break-PASS.PTCP-NOM.SG.N through wind[ACC.SG]	The tree fell due to the wind.	дерево-NOM.SG остаться-PST-N.SG ломать-PASS.PTCP-NOM.SG.N через ветер[ACC.SG]	Дерево упало от ветра.		Consultant: "If I think of a tree falling due to… it would be «drzewo złamało się ze starości» ‘due to its age’, or: “od śniegu” ‘under the snow’."
24	Polish	6	alternate	z_powodu_GEN	Drzew-o złama-ł-o się z powod-u wiatr-u.	tree-NOM.SG break-PST-N.SG REFL from2 reason-GEN.SG wind-GEN.SG	The tree fell due to the wind.	дерево-NOM.SG ломать-PST-N.SG REFL с причина-GEN.SG ветер-GEN.SG	Дерево упало от ветра.		Consultant: "If I think of a tree falling due to… it would be «drzewo złamało się ze starości» ‘due to its age’, or: “od śniegu” ‘under the snow’."
