language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
3	Russian	1	main	ot_GEN	Nosov-oj platok promok ot slёz.	nose.ADJ-M.NOM.SG handkerchief(M)[NOM.SG] get.soaked(PFV).PST[M.SG] from tear(F)[GEN.PL]	The handkerchief got soaked from tears.		Носовой платок промок от слез.		
3	Russian	2	main	ot_GEN	Vetk-a sloma-l-a-sʹ ot tjažest-i.	branch(F)-NOM.SG break(PFV)-PST-F.SG-REFL from weight(F)-GEN.SG	The branch broke from the weight.		Ветка сломалась от тяжести.		
3	Russian	2	alternate	pod_INS	Vetk-a sloma-l-a-sʹ pod ves-om.	branch(F)-NOM.SG break(PFV)-PST-F.SG-REFL under weight(M)-INS.SG	The branch broke under the weight.		Ветка сломалась под весом.		Causation is an implicature, physical meaning of "pod" ('under'). It is implied that there is some additional weight, not only the weight of the bramvh itself.
3	Russian	3	main	iz-za_GEN	Ženščin-a kašlja-et iz-za dym-a.	woman(F)-NOM.SG cough(IPFV)-PRS.3SG out.of-behind smoke(M)-GEN.SG	The woman is coughing because of the smoke.		Женщина кашляет из-за дыма.		
3	Russian	3	alternate	ot_GEN	Ženščin-a kašlja-et ot dym-a.	woman(F)-NOM.SG cough(IPFV)-PRS.3SG from smoke(M)-GEN.SG	The woman is coughing because of the smoke.		Женщина кашляет от дыма.		
3	Russian	4	main	iz-za_GEN	My ne vid-im bereg iz-za temnot-y.	we.NOM not see(IPFV)-PRS.1PL shore(M)[NOM.SG] out.of-behind darkness(F)-GEN.SG	We can’t see the shore because of the darkness.		Мы не видим берег из-за темноты.		
3	Russian	4	alternate	v_LOC	Bereg ne razgljade-tʹ vo tʹm-e.	shore(M)[ACC.SG] not discern(PFV)-INF in darkness(F)-LOC.SG	We can’t see the shore in the darkness.		Берег не разглядеть во тьме.		Causation is an implicature, physical meaning of "v" ('in').
3	Russian	5	main	po_DAT	Mužčin-a by-l arestova-n po ošibk-e.	man(M)-NOM.SG be-PST[M.SG] arrest(PFV)-PTCP.PST.PASS[PRED.M.SG] by mistake(F)-DAT.SG	The man was arrested by mistake.		Мужчина был арестован по ошибке.		
3	Russian	6	main	iz-za_GEN	Derev-o upa-l-o iz-za vetr-a.	tree(N)-NOM.SG fall(PFV)-PST-N.SG out.of-behind wind(M)-GEN.SG	The tree fell due to the wind.		Дерево упало из-за ветра.		
3	Russian	6	alternate	ot_GEN	Derev-o upa-l-o ot vetr-a.	tree(N)-NOM.SG fall(PFV)-PST-N.SG from wind(M)-GEN.SG	The tree fell due to the wind.		Дерево упало от ветра.		
