language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
18	Swedish	1	main	av	Duk-en ha-r bliv-it blöt av tår-ar.	handkerchief-DEF.C.SG have-PRS become-SUP wet of tear-PL	The handkerchief got soaked from tears.	платок-DEF.C.SG иметь-PRS стать-SUP влажный от слеза-PL	Платок намок от слез.	 	har blivit – форма перфекта
18	Swedish	2	main	av	Gren-en gick sönder av tyngd-en.	branch-DEF.C.SG go.PST broken of heaviness-DEF.C.SG	The branch broke from the weight.	ветка-DEF.C.SG идти.PST сломанный от тяжесть-DEF.C.SG	Ветка сломалась от тяжести.	 	 
18	Swedish	3	main	n.a.	Rök-en fick kvinna-n att hosta.	smoke-DEF.C.SG get.PST woman-DEF.C.SG that cough.INF	The smoke made the woman cough.	дым-DEF.C.SG получить.PST женщина-DEF.C.SG что кашлять.INF	Дым заставил женщину кашлять.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	Att – показатель INF
18	Swedish	3	alternate	pa_grund_av	Kvinna-n hosta-r på grund av rök-en.	woman-DEF.C.SG cough-PRS on ground of smoke-DEF.C.SG	The woman is coughing because of the smoke.	женщина-DEF.C.SG кашлять-PRS на причина от дым-DEF.C.SG	Женщина кашляет от дыма.	 	Как ответ на вопрос: «Почему женщина кашляет?» -- «Женщина кашляет из-за дыма»
18	Swedish	4	main	pa_grund_av	Vi kan inte se strand-en på grund av mörkr-et	we can.PRS NEG see.INF coast-DEF.C.SG on ground of darkness-DEF.N.SG	We can't see the coast because of the darkness.	мы мочь.PRS NEG видеть.INF берег-DEF.C.SG на причина от темнота-DEF.N.SG	Мы не можем увидеть берег из-за темноты.	 	 
18	Swedish	5	main	av	Mann-en arrestera-de-s av misstag.	man-DEF.C.SG arest-PST-PASS of mistake	The man was arrested by mistake.	мужчина-DEF.C.SG арестовать-PST-PASS от ошибка	Мужчину арестовали по ошибке.	 	 
18	Swedish	6	main	pa_grund_av	Träd-et föll på grund av vind-en.	tree-DEF.N.SG fall.PST on ground of wind-DEF.C.SG	The tree fell due to the wind.	дерево-DEF.N.SG падать.PST на причина от ветер-DEF.C.SG	Дерево упало от ветра.	 	 
18	Swedish	7	main	av	Mann-en dog av en elstöt.	man-DEF.C.SG die.PST of INDF.C.SG electricity	The man died from electric shock.	мужчина-DEF.C.SG умереть.PST от INDF.C.SG электрический_шок	Мужчина погиб от удара тока.	 	 
18	Swedish	8	main	av	Kvinna-n vakna-de av all-t oljud.	woman-DEF.C.SG wake_up-PST of all-DEF.N.SG noise	The woman woke up from all this noise.	женщина-DEF.C.SG будить-PST от весь-DEF.N.SG шум	Женщина проснулась от шума.	 	The fully exact translation ("Kvinna-n vakna-de av oljud-et"; "woman-DEF.C.SG wake_up-PST of noise-DEF.N.SG"; "The woman woke up from the noise") is also possible
18	Swedish	9	main	n.a.	Mann-en fick ont i huvud-et för att han hade druck-it så mycket öl.	man-DEF.C.SG get.PST ache in head-DEF.N.SG for that he.ANIM have.PST drink.SUP-SUP so a_lot beer	The man got a headache because he drank so much beer.	мужчина-DEF.C.SG получить.PST боль в голова-DEF.N.SG для что он.ANIM иметь.PST пить.SUP-SUP.STR так много пиво	У мужчины заболела голова из-за того, что он выпил много пива.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	hade druckit – форма плюсквамперфекта
18	Swedish	9	alternate	av	Mann-en fick huvudvärk av öl-et.	man-DEF.C.SG get.PST headache of beer-DEF.N.SG	The man got a headache from the beer.	мужчина-DEF.C.SG получить.PST головная_боль от пиво-DEF.N.PL / пиво-DEF.N.SG	У мужчины от пива заболела голова.	 	 
18	Swedish	9	alternate	n.a.	Mann-en fick ont i huvud-et av att drick-a öl.	man-DEF.C.SG get.PST ache in head-DEF.N.SG of that drink-INF beer	The man got a headache because he drank beer.	мужчина-DEF.C.SG получить.PST боль в голова-DEF.N.SG от что пить-INF пиво	У мужчины заболела голова из-за того, что он выпил пива.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	Att – показатель INF
18	Swedish	10	main	n.a.	Hund-en fick kvinna-n att skratta.	dog-DEF.C.SG get.PST woman-DEF.C.SG that laugh.INF	The dog made the woman laugh.	собака-DEF.C.SG получить.PST женщина-DEF.C.SG что смеяться.INF	Собака рассмешила женщину.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	 
18	Swedish	11	main	n.a.	Mann-en dog av att äta en giftig fisk.	man-DEF.C.SG die.PST of that eat.INF INDF.C.SG poisonous fish	The man died because he ate a poisonous fish.	мужчина-DEF.C.SG умереть.PST от что есть.INF INDF.C.SG ядовитый рыба	Мужчина умер, потому что съел ядовитую рыбу.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	 
18	Swedish	11	alternate	n.a.	Mann-en dog efter att ha ät-it en giftig fisk.	man-DEF.C.SG die.PST after that have.INF eat-SUP INDF.C.SG poisonous fish	The man died after eating a poisonous fish.	мужчина-DEF.C.SG умереть.PST после что иметь.INF есть-SUP INDF.C.SG ядовитый рыба	Мужчина умер после того, как съел ядовитую рыбу.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	 
18	Swedish	12	main	med	Flicka-n är nöjd med sitt betyg.	girl-DEF.C.SG be.PRS glad with POSS.REFL.N.SG mark	The girl is pleased with her mark.	девочка- DEF.C.SG быть.PRS довольный с POSS.REFL.N.SG оценка	Девочка довольна своей оценкой.	 	 
18	Swedish	13	main	av	Kvinna-n blev arg av mann-en-s ord.	woman-DEF.C.SG become.PST angry of man-DEF.C.SG-GEN word	The wife was angered by her husband’s words.	женщина-DEF.C.SG стать.PST злой от мужчина-DEF.C.SG-GEN слово	Женщина рассердилась на слова мужчины.	 	 
18	Swedish	14	main	av	Pojke-n blev upp-hetsa-d av idé-n.	boy-DEF.C.SG become.PST up-incite-PART.PASS.C.SG of idea-DEF.C.SG	The boy was excited about the idea.	мальчик-DEF.C.SG стать.PST вверх-торопить-PART.PASS.C.SG от идея-DEF.C.SG	Мальчик был в восторге от этой идеи.	 	 
18	Swedish	15	main	av	Mann-en var försvaga-d av hunger.	man-DEF.C.SG be.PST loosen-PART.PASS.C.SG of hunger	The man was weakened by hunger.	мужчина-DEF.C.SG быть.PST ослаблять-PART.PASS.C.SG от голод	Мужчина ослабел от голода.	 	 
18	Swedish	16	main	av	Mann-en dog av hunger.	man-DEF.C.SG die.PST of hunger	The man died of starvation.	мужчина-DEF.C.SG умереть.PST от голод	Мужчина умер от голода.	 	 
18	Swedish	17	main	av	Mann-en skrik-er av smärta.	man-DEF.C.SG shout-PRS of ache	The man is screaming from the pain.	мужчина-DEF.C.SG кричать-PRS от боль	Мужчина кричит от боли.	 	 
18	Swedish	18	main	av	Kvinna-n darra-r av köld.	woman-DEF.C.SG shiver-PRS of cold	The woman is shivering from the cold.	женщина-DEF.C.SG дрожать-PRS от холод	Женщина дрожит от холода.	 	 
18	Swedish	19	main	av	Barn-et börja-de gråta av skräck.	child-DEF.N.SG start-PST cry.INF of fear	The child began to cry out of fear.	ребенок-DEF.N.SG начать-PST плакать.INF от страх	Ребенок от страха заплакал.	 	 
18	Swedish	20	main	av	Barn-et skratta-de av glädje.	child-DEF.N.SG laugh-PST of joy	The child laughed with joy.	ребенок-DEF.N.SG смеяться-PST от радость	Ребенок рассмеялся от радости.	 	 
18	Swedish	21	main	n.a.	Barn-et skräm-de-s och göm-de sig i skjul-et.	child-DEF.N.SG frighten-PST-PASS and hide-PST REFL in barn-DEF.N.SG	The child got scared and hid in the barn.	ребенок-DEF.N.SG пугать-PST-PASS и прятать-PST REFL в сарай-DEF.N.SG	Ребенок испугался и спрятался в сарае.	This translation is not included in the database because the expression corresponding to the causing event is not a syntactic dependent of the expression corresponding to the caused event. 	 
18	Swedish	21	alternate	av	Barn-et göm-de sig i skjul-et av skräck.	child-DEF.N.SG hide-PST REFL in barn-DEF.N.SG of fear	The child hid in the barn out of fear.	ребенок-DEF.N.SG прятать-PST REFL в сарай-DEF.N.SG от страх	Ребенок от страха спрятался в сарае.	 	 
18	Swedish	22	main	n.a.	Mann-en teg för att han var blyg.	man-DEF.C.SG be_silent.PST for that he.ANIM be.PST shy	The man kept silent because he was shy.	мужчина-DEF.C.SG молчать.PST для что он.ANIM быть.PST застенчивый	Мужчина промолчал, так как был застенчивым.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	 
18	Swedish	22	alternate	av	Mann-en teg av blyghet.	man-DEF.C.SG be_silent.PST of shyness	The man kept silent out of modesty.	мужчина-DEF.C.SG молчать.PST от застенчивость	Мужчина по скромности промолчал.	 	 
18	Swedish	23	main	av	Av rädsla grep hon tag i broder-n-s arm.	of fear grab.PST she.ANIM take.NMLZ in brother-DEF.C.SG-GEN arm	She grabbed her brother's arm in fear.	от страх хватать.PST она.ANIM брать.NMLZ в брат-DEF.C.SG-GEN рука	Со страха она схватила руку брата.	 	One more possibility with the same marker is "Kvinna-n grep tag i broder-n-s arm av ren rädsla." ("woman-DEF.C.SG grab.PST take.NMLZ in brother-DEF.C.SG-GEN arm of pure fear"; The woman grabbed her brother's arm out of pure fear.)
18	Swedish	24	main	efter	Kvinna-n var trött efter en lång dag-s arbete.	woman-DEF.C.SG be.PST tired after INDF.C.SG long day-GEN work	The woman was tired after a long day's work.	женщина-DEF.C.SG быть.PST усталый после INDF.C.SG длинный день-GEN работа	Женщина устала после длинного рабочего дня.	 	маркер генетива вешается на всю ИГ, а не на слово, отмечать в глоссе =?
18	Swedish	24	alternate	n.a.	Kvinna-n var trött efter att ha arbeta-t länge.	woman-DEF.C.SG be.PST tired after that have.INF work-SUP long	The woman was tired after she had worked all day.	женщина-DEF.C.SG быть.PST усталый после что иметь.INF работать-SUP длинный	Она была уставшей после того, как много поработала.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	 
18	Swedish	25	main	pa_grund_av	Kvinna-n kan inte somna på grund av mygg-en.	woman-DEF.C.SG can.PRS NEG fall_asleep.INF on ground of mosquito-DEF.N.PL	The woman can't fall asleep because of the mosquitoes.	женщина-DEF.C.SG мочь.PRS NEG заснуть.INF на причина от комарье-DEF.N.PL	Женщина не может заснуть из-за комаров.	 	 
18	Swedish	26	main	n.a.	Mån-en få-r vattn-et att se ljus-t ut.	moon-DEF.C.SG get-PRS water-DEF.N.SG that see.INF light-DEF.N.SG out	The moon makes the water light.	луна-DEF.C.SG заставлять-PRS вода-DEF.N.SG что видеть.INF светлый-DEF.N.SG из	Луна делает воду светлой.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	 
