language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
28	Basque	1	main	COM	Mukizapi-a malko-ekin busti zen.	handkerchief-SG[ABS] tear-[PL]COM soak[PFV] AUX.PST.ABS3SG	The handkerchief got soaked from tears.				
28	Basque	2	main	GEN_ondorioz	Adarr-a pisu-a-ren ondorio-z puska-tu zen.	branch-SG[ABS] weight-SG-GEN result-INS break-PFV AUX.PST.ABS3SG	The branch broke from the weight.				
28	Basque	3	main	MOT	Emakume-a ke-a-gatik ari da eztul-ka.	woman-SG[ABS] smoke-SG-MOT PROG AUX.PRS.ABS3SG cough-ADV	The woman is coughing because of the smoke.				
28	Basque	3	alternate	GEN_ondorioz	Emakume-a ke-a-ren ondorio-z ari da eztul-ka.	woman-SG[ABS] smoke-SG-GEN result-INS PROG AUX.PRS.ABS3SG cough-ADV	The woman is coughing because of the smoke.				
28	Basque	4	main	n.a.	Iluntasun-a de-la eta ezin dugu kostalde-a ikus-i.	darkness-SG[ABS] AUX.PRS.ABS3SG-COMPL and impossibility AUX.PRS.ABS3SG.ERG1PL shore-SG[ABS] see-PFV	We can’t see the shore because of the darkness.			This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
28	Basque	5	main	GEN_ondorioz	Gizon-a akats bat-en ondorio-z atxilo-tu zuten.	man-SG[ABS] mistake one-GEN result-INS arrest-PFV AUX.PST.ABS3SG.ERG3PL	The man was arrested by mistake.				
28	Basque	6	main	n.a.	Haize-a ze-la eta eror-i zen zuhaitz-a.	wind-SG[ABS] AUX.PST.ABS3SG-COMPL and fall-PFV AUX.PST.ABS3SG tree-SG[ABS]	The tree fell due to the wind.			This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
28	Basque	7	main	GEN_ondorioz	Gizon-a deskarga elektriko bat-en ondorio-z hil zen.	man-SG[ABS] shock electric one-GEN result-INS die[PFV] AUX.PST.ABS3SG	The man died from electric shock.				
28	Basque	8	main	n.a.	Emakume-a zarata-k esna-tu zuen.	woman-SG[ABS] noise[SG]-ERG wake_up-PFV AUX.PST.ABS3SG.ERG3SG	The woman woke up from the noise.			This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
28	Basque	8	alternate	n.a.	Emakume-a zarata ze-la eta esna-tu zen.	woman-SG[ABS] noise[SG.ABS] AUX.PST.ABS3SG-COMPL and wake_up-PFV AUX.PST.ABS3SG	The woman woke up from the noise.			This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
28	Basque	9	main	GEN_ondorioz	Gizon-a-k zerbeza-ren ondorio-z du buru-ko min-a.	man-SG-ERG beer[SG]-GEN result-INS AUX.PRS.ABS3SG.ERG3SG head-ADJ ache-SG[ABS]	The man has a headache from the beer.				
28	Basque	10	main	INS	Emakume-a-k txakurkume-a-z barre egi-n zuen.	woman-SG-ERG puppy-SG-INS laughter do-PFV AUX.PST.ABS3SG.ERG3SG	The woman laughed at the puppy.				
28	Basque	11	main	MOT	Gizon-a arrain pozoitsu bat-engatik hil zen.	man-SG[ABS] fish poisonous one-MOT die[PFV] AUX.PST.ABS3SG	The man died from a poisonous fish.				
28	Basque	12	main	COM	Neska poz-ik da bere nota-rekin.	girl[SG.ABS] joy-PART AUX.PRS.ABS3SG REFL grade[SG]-COM	The girl is happy with her grade.				Probably, a calque of the Spanish construction.
28	Basque	13	main	n.a.	Emazte-a bere senarr-a-ren hitz-e-k haserre-tu zuten.	wife-SG[ABS] REFL husband-SG-GEN words-PL-ERG make_angry-PFV AUX.PST.ABS3SG.ERG3PL	The wife was angered because of her husband’s words.			This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
28	Basque	14	main	n.a.	Mutiko-a oso poz-ik jarr-i zuen ideia hon-ek.	boy-SG[ABS] very joy-PART put-PFV AUX.PST.ABS3SG.ERG3SG idea this-ERG	The boy was thrilled by this idea.			This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
28	Basque	15	main	n.a.	Gizon-a gose-a-k ahul-du zuen.	man-SG[ABS] hunger-SG-ERG weaken-PFV AUX.PST.ABS3SG.ERG3SG	The man was weakened by hunger.			This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
28	Basque	16	main	MOT	Gizon-a gose-a-gatik hil zen.	man-SG[ABS] hunger-SG-MOT die[PFV] AUX.PST.ABS3SG	The man died of starvation.				
28	Basque	16	alternate	INS	Gizon-a gose-z hil zen.	man-SG[ABS] hunger-INS die[PFV] AUX.PST.ABS3SG	The man died of starvation.				
28	Basque	17	main	MOT	Gizon-a min-a-rengatik garrasi-ka ari da.	man-SG[ABS] pain-SG-MOT scream-ADV PROG AUX.PRS.ABS3SG	The man screamed from the pain.				
28	Basque	18	main	GEN_ondorioz	Emakume-a hotz-a-ren ondorio-z dardar-ka ari da.	woman-SG[ABS] cold-SG-GEN result-INS shiver-ADV PROG AUX.PRS.ABS3SG	The woman is shivering from the cold. 				
28	Basque	19	main	n.a.	Ume-a beldurr-a-k jo-ta negarr-ez has-i zen.	child-SG[ABS] fear-SG-ERG hit-PTCP tear-INS begin-PFV AUX.PST.ABS3SG	The child began to cry out of fear.			This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
28	Basque	19	alternate	n.a.	Ume-a beldur-tu-rik negarr-ez has-i zen.	child-SG[ABS] be_afraid-PFV-PART tear-INS begin-PFV AUX.PST.ABS3SG	The child began to cry out of fear.			This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
28	Basque	20	main	INS	Ume-a-k alaitasun-ez egi-ten zuen barre.	child-SG-ERG joy-INS do-IPFV AUX.PST.ABS3SG.ERG3SG laughter	The child laughed with joy.				
28	Basque	21	main	n.a.	Ume-a ikuilu-a-n gorde zen beldur-tu-rik	child-SG[ABS] barn-SG-IN hide[PFV] AUX.PST.ABS3SG be_afraid-PFV-PART 	The child hid in the barn out of fear.			This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
28	Basque	21	alternate	n.a.	Ume-a ikuilu-a-n gorde zen beldurr-a-k jo-ta.	child-SG[ABS] barn-SG-IN hide[PFV] AUX.PST.ABS3SG fear-SG-ERG hit-PTCP	The child hid in the barn out of fear.			This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
28	Basque	22	main	MOT	Gizon-a isil-ik gera-tu zen apaltasun-a-gatik.	man-SG[ABS] quiet-PART remain-PFV AUX.PST.ABS3SG modesty-SG-MOT	The man kept silent out of modesty.				
