language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
29	Serbian	1	main	od_GEN	maram-a se ovlaži-l-a od suz-a	handkerchief-NOM.SG REFL get_wet-PST.PTCP-F.SG PREP tear-GEN.PL	The handkerchief got soaked from tears.	платок-NOM.SG REFL намокнуть-PST.PTCP-F.SG PREP слеза-GEN.PL	Платок намок от слез.		
29	Serbian	1	alternate	INS	maram-a se nakvasi-l-a suz-ama	handkerchief-NOM.SG REFL get_wet-PST.PTCP-F.SG tear-INS.PL	The handkerchief was soaked by tears.	платок-NOM.SG REFL намокнуть-PST.PTCP-F.SG слеза-INS.PL	Платок был намочен слезами.	This translation is not included in the database because the expected causal noun phrase is expressed as the agent in passive construction.	
29	Serbian	2	main	od_GEN	gran-a se slomi-l-a od težin-e.	branch-NOM.SG REFL break-PST.PTCP-F.SG PREP weight-GEN.SG	The branch broke from the weight.	ветка-NOM.SG REFL ломаться-PST.PTCP-F.SG PREP вес-GEN.SG	Ветка сломалась от тяжести.		
29	Serbian	2	alternate	pod_INS	gran-a se salomi-l-a pod težin-om	branch-NOM.SG REFL break-PST.PTCP-F.SG PREP weight-INS.SG	The branch broke from the weight.	ветка-NOM.SG REFL ломаться-PST.PTCP-F.SG PREP вес-INS.SG	Ветка сломалась от тяжести.		
29	Serbian	3	main	od_GEN	žen-a kašlj-e od dim-a	woman-NOM.SG cough-PRS.3SG PREP smoke-GEN.SG	The woman is coughing because of the smoke.	женщина-NOM.SG кашлять-PRS.3SG PREP дым-GEN.SG	Женщина кашляет от дыма.		
29	Serbian	3	alternate	zbog_GEN	žen-a kašlj-e zbog dim-a	woman-NOM.SG cough-PRS.3SG PREP smoke-GEN.SG	The woman is coughing because of the smoke.	женщина-NOM.SG кашлять-PRS.3SG PREP дым-GEN.SG	Женщина кашляет от дыма.		
29	Serbian	4	main	od_GEN	ne vidi-mo obal-u od tam-e	NEG see-PRS.1PL PREP darkness-GEN.SG	We can’t see because of the darkness.	NEG видеть-PRS.1PL PREP темнота-GEN.SG	Мы не можем видеть из-за темноты.		
29	Serbian	4	alternate	zbog_GEN	ne vidi-mo obal-u zbog tam-e	NEG see-PRS.1PL PREP darkness-GEN.SG	We can’t see because of the darkness.	NEG видеть-PRS.1PL PREP темнота-GEN.SG	Мы не можем видеть из-за темноты.		
29	Serbian	5	main	INS	muškarc-a su uhapsi-l-i grešk-om	man-ACC.SG be.PRS.3PL arrest-PST.PTCP-M.PL mistake-INS.SG	The man was arrested by mistake. 	мужчина-ACC.SG быть.PRS.3PL арестовать-PST.PTCP-M.PL ошибка-INS.SG	Мужчину арестовали по ошибке.	This translation is not included in the database because the causing event is expressed as an adverb, not a nominal phrase.	
29	Serbian	5	alternate	po_DAT	muškarc-a su uhapsi-l-i po grešc-i	man-ACC.SG be.PRS.3PL arrest-PST.PTCP-M.PL PREP mistake-DAT.SG	The man was arrested by mistake. 	мужчина-ACC.SG быть.PRS.3PL арестовать-PST.PTCP-M.PL PREP ошибка-DAT.SG	Мужчину арестовали по ошибке.		
