language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
26	Albanian	1	main	nga_NOM	Shami-a u njom nga lot-ët.	handkerchief-NOM.SG.DEF.F REFL soak.AOR.INACT.3SG from tear-NOM.PL.DEF.M	The handkerchief got soaked from tears.	платок-NOM.SG.DEF.F REFL намочить.AOR.INACT.3SG от слеза-NOM.PL.DEF.M	Платок намок от слез.		
26	Albanian	2	main	nga_NOM	Dega u th-ye nga pesh-a.	branch-NOM.SG.DEF.F REFL break-AOR.INACT.3SG from weight-NOM.SG.DEF.F	The branch broke from the weight.	ветка-NOM.SG.DEF.F REFL ломать-AOR.INACT.3SG от тяжесть-NOM.SG.DEF.F	Ветка сломалась от тяжести.		
26	Albanian	3	main	nga_NOM	Grua-ja po kollit-et nga tym-i.	woman-NOM.SG.DEF.F PROG cough.PRS.INACT.3SG from smoke-NOM.SG.DEF.M	The woman is coughing because of the smoke.	женщина-NOM.SG.DEF.F PROG кашлять.PRS.INACT.3SG от дым-NOM.SG.DEF.M	Женщина кашляет от дыма.		
26	Albanian	3	alternate	per_shkak_te_GEN	Grua-ja po kollite-t për shkak të tym-it. 	woman-NOM.SG.DEF.F PROG cough-PRS.INACT.3SG for reason.ACC.SG.INDF.M ART smoke-GEN.SG.DEF.M	The woman is coughing because of the smoke.	женщина-NOM.SG.DEF.F PROG кашлять-PRS.INACT.3SG для причина.ACC.SG.INDF.M ART дым-GEN.SG.DEF.M	Женщина кашляет от дыма.		
26	Albanian	4	main	per_shkak_te_GEN	Nuk mund ta shoh-im breg-un për shkak të errësir-ës.	NEG can.PRS.3SG SBJV.ACC.3SG see.PRS.1PL shore-ACC.SG.DEF.M for reason.ACC.SG.INDF.M ART darkness-GEN.SG.DEF.F	We can’t see the shore because of the darkness.	NEG мочь.PRS.3SG SBJV.ACC.3SG видеть.PRS.1PL берег-ACC.SG.DEF.M для причина.ACC.SG.INDF.M ART темнота-GEN.SG.DEF.F	Мы не видим берег из-за темноты.		
26	Albanian	5	main	n.a.	Burr-i u arrestua gabimisht.	man-NOM.SG.DEF.M REFL arrest.AOR.INACT.3SG erroneously	The man was arrested erroneously. 	мужчина-NOM.SG.DEF.M REFL арестовать.AOR.INACT.3SG ошибочно	Мужчину арестовали ошибочно.	This translation is not included in the database because the causing event is expressed as an adverb, not a nominal phrase.	
26	Albanian	6	main	per_shkak_te_GEN	Pem-a ra për shkak tё er-ës.	tree-NOM.SG.DEF.F fall.AOR.3SG for reason.ACC.SG.INDF.M ART wind-GEN.SG.DEF.F	The tree fell because of the wind.	дерево-NOM.SG.DEF.F падать.AOR.3SG для причина.ACC.SG.INDF.M ART ветер-GEN.SG.DEF.F	Дерево упало от ветра.		
26	Albanian	7	main	nga_NOM	Burr-i vdiq (menjëherë) nga një goditj-e elektrik-e. 	man-NOM.SG.DEF.M die.AOR.3SG (immediately) from ART.INDF hit-NOM.SG.INDF.F electric-SG.F	The man died from electric shock.	мужчина-NOM.SG.DEF.M умирать.AOR.3SG (сразу) от ART.INDF удар-NOM.SG.INDF.F электрический-SG.F	Мужчина погиб (сразу) от удара тока.		
26	Albanian	8	main	nga_NOM	Grua-ja u zgj-ua nga zhurm-a. 	woman-NOM.SG.DEF.F REFL awaken-AOR.INACT.3SG from noise-NOM.SG.DEF.F	The woman woke up from the noise.	женщина-NOM.SG.DEF.F REFL будить-AOR.INACT.3SG от шум-NOM.SG.DEF.F	Женщина проснулась от шума.		
26	Albanian	9	main	nga_NOM	Burr-it i dhemb kok-a nga birr-a.	man-DAT.SG.DEF.M DAT.3SG pain.PRS.3SG head-NOM.SG.DEF.F from beer-NOM.SG.DEF.F	The man has a headache from the beer.	мужчина-DAT.SG.DEF.M DAT.3SG болеть.PRS.3SG голова-NOM.SG.DEF.F от пиво-NOM.SG.DEF.F	У мужчины болит голова от пива.		
26	Albanian	10	main	me_ACC	Grua-ja u gajas me qenush-in.	woman-NOM.SG.DEF.F REFL tire.AOR.3SG with puppy-ACC.SG.DEF.M	The woman laughed at the puppy. 	женщина-NOM.SG.DEF.F REFL утомить.AOR.3SG с щенок-ACC.SG.DEF.M	Женщина рассмеялась над щенком.		
26	Albanian	11	main	nga_NOM	Burr-i vdiq nga një peshk helmues.	man-NOM.SG.DEF.M die.AOR.3SG from ART.INDF fish.NOM.SG.INDF.M poisonous.SG.M 	The man died from a poisonous fish.	мужчина-NOM.SG.DEF.M умирать.AOR.3SG от ART.INDF рыба.NOM.SG.INDF.M ядовитый.SG.M 	Мужчина умер от ядовитой рыбы.		
26	Albanian	12	main	me_ACC	Vajz-a është e kënaqur me not-ën.	girl-NOM.SG.DEF.F be.PRS.3SG ART satisfied.SG.F with grade-ACC.SG.DEF.F	The girl is satisfied with her grade.	девочка-NOM.SG.DEF.F быть.PRS.3SG ART довольный.SG.F с оценка-ACC.SG.DEF.F	Девочка довольна оценкой.		
26	Albanian	13	main	nga_NOM	Grua-ja u zemër-ua nga fjal-ët e burr-it të saj.	woman-NOM.SG.DEF.F REFL anger.AOR.INACT.3SG from word-NOM.PL.DEF.F ART man-GEN.SG.DEF.M ART GEN.3F	The wife was angered by her husband’s words.	женщина-NOM.SG.DEF.F REFL сердить.AOR.INACT.3SG от слово-NOM.PL.DEF.F ART мужчина-GEN.SG.DEF.M ART GEN.3F	Жена рассердилась на слова мужа.		
