language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
23	Italian	1	main	per	il foulard si è bagnato per le lacrime	DEF.M.SG headscarf REFL.3SG be.PRS.3SG get_wet.PST.PTCP.M for DEF.F.PL tear.PL 	The handerchief got soaked from tears.	DEF.M.SG платок REFL.3SG быть.PRS.3SG намокнуть.PST.PTCP.M для DEF.F.PL слеза.PL 	Платок намок от слез.		
23	Italian	1	alternate	a_causa_di	il foulard si è bagnato a causa delle lacrime	DEF.M.SG headscarf REFL.3SG be.PRS.3SG get_wet.PST.PTCP.M because of.DEF.F.PL tear.PL	The handerchief got soaked from tears.	DEF.M.SG платок REFL.3SG быть.PRS.3SG намокнуть.PST.PTCP.M из-за от.DEF.F.PL слеза.PL	Платок намок от слез.		
23	Italian	2	main	per	il ramo si è spezzato per il peso	DEF.M.SG branch REFL.3SG be.PRS.3SG break.PST.PTCP.M.SG for DEF.M.SG weight	The branch broke from the weight.	DEF.M.SG ветка REFL.3SG быть.PRS.3SG ломаться.PST.PTCP.M.SG для DEF.M.SG вес	Ветка сломалась от тяжести.		
23	Italian	2	alternate	a_causa_di	il ramo si è spezzato a causa del peso	DEF.M.SG branch REFL.3SG be.PRS.3SG break.PST.PTCP.M.SG because of.DEF.M.SG weight	The branch broke from the weight.	DEF.M.SG ветка REFL.3SG быть.PRS.3SG ломаться.PST.PTCP.M.SG из-за от.DEF.M.SG вес	Ветка сломалась от тяжести.		
23	Italian	3	main	per	la donna tossisce per il fumo	DEF.F.SG woman caugh.PRS.3SG for DEF.M.SG smoke	The woman is coughing because of the smoke.	DEF.F.SG женщина кашлять.PRS.3SG для DEF.M.SG дым	Женщина кашляет от дыма.		
23	Italian	3	alternate	a_causa_di	la donna tossisce a causa del fumo	DEF.F.SG woman caugh.PRS.3SG because of.DEF.M.SG smoke	The woman is coughing because of the smoke.	DEF.F.SG женщина кашлять.PRS.3SG из-за от.DEF.M.SG дым	Женщина кашляет от дыма.		
23	Italian	4	main	n.a.	non vediamo la riva perché c’ è buio	NEG see.PRS.1PL DEF.F.SG shore because LOC.pron be.PRS.3SG darkness	We can’t see the shore because it is dark.	NEG видеть.PRS.1PL DEF.F.SG берег из-за LOC.PRON быть.PRS.3SG темнота	Мы не видим берег, потому что темно.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
23	Italian	4	alternate	per	non vediamo la riva per il buio	NEG see.PRS.1PL DEF.F.SG shore for DEF.M.SG darkness	We can’t see the shore because of the darkness.	NEG видеть.PRS.1PL DEF.F.SG берег для DEF.M.SG темнота	Мы не видим берег из-за темноты.		
23	Italian	4	alternate	a_causa_di	non vediamo la riva a causa del buio	NEG see.PRS.1PL DEF.F.SG shore because of.DEF.M.SG darkness	We can’t see the shore because of the darkness.	NEG видеть.PRS.1PL DEF.F.SG берег из-за от.DEF.M.SG темнота	Мы не видим берег из-за темноты.		
23	Italian	5	main	per	hanno arrestato l’ uomo per errore	have.PRS.3PL arrest.PST.PTCP.M.SG DEF.M.SG man for mistake	The man was arrested by mistake. 	иметь.PRS.3PL арестовывать.PST.PTCP.M.SG DEF.M.SG мужчина для ошибка	Мужчину арестовали по ошибке.		
23	Italian	6	main	per	l’ albero è caduto per il vento	DEF.M.SG tree be.PRS.3SG fall.PST.PTCP.M.SG for DEF.M.SG wind	The tree fell because of the wind.	DEF.M.SG дерево быть.PRS.3SG падать.PST.PTCP.M.SG для DEF.M.SG ветер	Дерево упало от ветра.		
23	Italian	6	alternate	a_causa_di	l’ albero è caduto a causa del vento	DEF.M.SG tree be.PRS.3SG fall.PST.PTCP.M.SG because of.DEF.M.SG wind	The tree fell because of the wind.	DEF.M.SG дерево быть.PRS.3SG падать.PST.PTCP.M.SG из-за от.DEF.M.SG ветер	Дерево упало от ветра.		
23	Italian	7	main	n.a.	l’ uomo è morto fulminato	DEF.M.SG man be.PRS.3SG die.PST.PTCP.M.SG fulminate.PST.PTCP.M.SG	The man died electrocuted.	DEF.M.SG мужчина быть.PRS.3SG умереть.PST.PTCP.M.SG сверкать.PST.PTCP.M.SG	Ударенный током, мужчина умер.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
23	Italian	7	alternate	n.a.	l’ uomo è stato fulminato dalla corrente	DEF.M.SG man be.PRS.3SG be.PST.PTCP.M.SG fulminate.PST.PTCP.M.SG from.DEF.F.SG electricity	The man got hit by the electricity.	DEF.M.SG мужчина быть.PRS.3SG быть.PST.PTCP.M.SG сверкать.PST.PTCP.M.SG из.DEF.F.SG электричество	Мужчина был поражен током.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
23	Italian	8	main	per	la donna si è svegliata per il rumore	DEF.F.SG woman REFL.3SG be.PRS.3SG wake_up.PST.PTCP.F.SG for DEF.M.SG noise	The woman woke up from the noise.	DEF.F.SG женщина REFL.3SG быть.PRS.3SG проснуться.PST.PTCP.F.SG для DEF.M.SG шум	Женщина проснулась из-за шума.		
23	Italian	8	alternate	a_causa_di	la donna si è svegliata a causa del rumore	DEF.F.SG woman REFL.3SG be.PRS.3SG wake_up.PST.PTCP.F.SG beacuse of.DEF.M.SG noise	The woman woke up from the noise.	DEF.F.SG женщина REFL.3SG быть.PRS.3SG проснуться.PST.PTCP.F.SG из-за от.DEF.M.SG шум	Женщина проснулась из-за шума.		
23	Italian	9	main	n.a.	l’ uomo ha mal di testa perché ha bevuto troppa birra	DEF.M.SG man have.PRS.3SG ache of head because have.PRS.3SG пить.PST.PTCP.M.SG too_much.F.SG beer	The man has a headache because he has drunk a lot of beer.	DEF.M.SG мужчина иметь.PRS.3SG боль от голова из-за иметь.PRS.3SG пить.PST.PTCP.M.SG много.F.SG пиво	У мужчины болит голова, потому что он выпил много пива.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
23	Italian	9	alternate	per	l’ uomo ha mal di testa per la troppa birra	DEF.M.SG man have.PRS.3SG ache of head for DEF.F.SG too_much.F.SG beer	The man has a headache because of too much beer.	DEF.M.SG мужчина иметь.PRS.3SG боль от голова для DEF.F.SG много.F.SG пиво	У мужчины болит голова из-за большого количества пива.		
23	Italian	9	alternate	a_causa_di	l’ uomo ha mal di testa a causa della troppa birra	DEF.M.SG man have.PRS.3SG ache of head because of.DEF.F.SG too_much.F.SG beer	The man has a headache because of too much beer.	DEF.M.SG мужчина иметь.PRS.3SG боль от голова из-за от.DEF.F.SG много.F.SG пиво	У мужчины болит голова из-за большого количества пива.		
23	Italian	10	main	per	la donna si è messa a ridere per il cucciolo	DEF.F.SG woman REFL.3SG be.PRS.3SG put.PST.PTCP.F.SG to laugh.INF for DEF.M.SG puppy	The woman laughed at the puppy. 	DEF.F.SG женщина REFL.3SG быть.PRS.3SG класть.PST.PTCP.F.SG к смеяться.INF для DEF.M.SG щенок	Женщина разсмеялась над щенком.		
23	Italian	11	main	n.a.	l’ uomo è morto perché ha mangiato un pesce velenos	DEF.M.SG man be.PRS.3SG die.PST.PTCP.M.SG because have.PRS.3SG eat.PST.PTCP.M.SG a.M.SG fish poisonous.M.SG 	The man died because he has eaten a poisonous fish.	DEF.M.SG мужчина быть.PRS.3SG умереть.PST.PTCP.M.SG из-за иметь.PRS.3SG есть.PST.PTCP.M.SG к.M.SG рыба ядовитый.M.SG 	Мужчина умер из-за того, что съел ядовитую рыбу.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
23	Italian	11	alternate	a_causa_di	l’ uomo è morto a causa di un pesce velenoso	DEF.M.SG man be.PRS.3SG die.PST.PTCP.M.SG because of a.M.SG fish poisonous.M.SG 	The man died from a poisonous fish.	DEF.M.SG мужчина быть.PRS.3SG умереть.PST.PTCP.M.SG из-за к.M.SG рыба ядовитый.M.SG 	Мужчина умер из-за ядовитой рыбы.		
23	Italian	12	main	di	la ragazza è soddisfatta del suo voto	DEF.F.SG girl be.PRS.3SG satisfied.F.SG of.DEF.M.SG POSS.3SG.M.SG grade	The girl is satisfied with her grade.	DEF.F.SG девочка быть.PRS.3SG удовлетворенный.F.SG от.DEF.M.SG POSS.3SG.M.SG оценка	Девочка была довольа своей оценкой.		
23	Italian	13	main	per	la donna si è arrabbiata per le parole del marito	DEF.F.SG woman REFL.3SG be.PRS.3SG get_angry.PST.PTCP.F.SG for DEF.F.PL word.PL of.DEF.M.SG husband	The wife was angered by her husband’s words.	DEF.F.SG женщина REFL.3SG быть.PRS.3SG рассердиться.PST.PTCP.F.SG для DEF.F.PL слово.PL от.DEF.M.SG муж	Женщина рассердилась из-за слов мужа.		
23	Italian	14	main	di	il bambino è entusiasta di questa idea	DEF.M.SG child be.PRS.3SG enthusiastic.SG of this.F.SG idea	The boy was thrilled by this idea.	DEF.M.SG ребенок быть.PRS.3SG радостный.SG от это.F.SG идея	Ребенок обрадовался этой идее.		
23	Italian	15	main	per	l’ uomo era debole per la fame	DEF.M.SG man be.IPF.3SG weak.SG for DEF.F.SG hunger	The man was weakened by hunger.	DEF.M.SG мужчина быть.IPF.3SG слабый.SG для DEF.F.SG голод	Мужчина стал слабым от голода.		
23	Italian	16	main	di	l’ uomo è morto di fame	DEF.M.SG man be.PRS.3SG die.PST.PTCP.M.SG of hunger	The man died of starvation.	DEF.M.SG мужчина быть.PRS.3SG умереть.PST.PTCP.M.SG от голод	Мужчина умер от голода.		
23	Italian	17	main	da	l’ uomo urla dal male	DEF.M.SG man scream.PRS.3SG from.DEF.M.SG pain	The man screamed from the pain.	DEF.M.SG мужчина крик.PRS.3SG из.DEF.M.SG боль	Мужчина кричит от боли.		
23	Italian	17	alternate	per	l’ uomo urla per il male	DEF.M.SG man scream.PRS.3SG for DEF.M.SG pain	The man screamed from the pain.	DEF.M.SG мужчина крик.PRS.3SG для DEF.M.SG боль	Мужчина кричит от боли.		
23	Italian	18	main	da	la donna trema dal freddo	DEF.F.SG woman shiver.PRS.3SG from.DEF.M.SG cold	The woman is shivering from the cold.	DEF.F.SG женщина дрожать.PRS.3SG из.DEF.M.SG холод	Женщина дрожит от холода.		
23	Italian	18	alternate	per	la donna trema per il freddo	DEF.F.SG woman shiver.PRS.3SG for DEF.M.SG cold	The woman is shivering from the cold.	DEF.F.SG женщина дрожать.PRS.3SG для DEF.M.SG холод	Женщина дрожит от холода.		
23	Italian	19	main	per	il bambino si è messo a piangere per lo spavento	DEF.M.SG child REFL.3SG be.PRS.3SG put.PST.PTCP.M.SG to cry.INF for DEF.M.SG fright	The child began to cry out of fear.	DEF.M.SG ребенок REFL.3SG быть.PRS.3SG класть.PST.PTCP.M.SG к плакать.INF для DEF.M.SG страх	Ребенок начал плакать от страха.		
23	Italian	19	alternate	da	il bambino si è messo a piangere dallo spavento	DEF.M.SG child REFL.3SG be.PRS.3SG put.PST.PTCP.M.SG to cry.INF from.DEF.M.SG fright	The child began to cry out of fear.	DEF.M.SG ребенок REFL.3SG быть.PRS.3SG класть.PST.PTCP.M.SG к плакать.INF из.DEF.M.SG страх	Ребенок начал плакать от страха.		
23	Italian	20	main	per	il bambino si è messo a ridere per la contentezza	DEF.M.SG child REFL.3SG be.PRS.3SG put.PST.PTCP.M.SG to laugh.INF for DEF.F.SG joy	The child began to laugh with joy.	DEF.M.SG ребенок REFL.3SG быть.PRS.3SG класть.PST.PTCP.M.SG к смеяться.INF для DEF.F.SG радость	Ребенок начал смеяться от радости.		
23	Italian	20	alternate	da	il bambino si è messo a ridere dalla contentezza	DEF.M.SG child REFL.3SG be.PRS.3SG put.PST.PTCP.M.SG to laugh.INF from.DEF.F.SG joy	The child began to laugh with joy.	DEF.M.SG ребенок REFL.3SG быть.PRS.3SG класть.PST.PTCP.M.SG к смеяться.INF из.DEF.F.SG радость	Ребенок начал смеяться от радости.		
23	Italian	21	main	per	il bambino si è nascosto nel capanno per la paura	DEF.M.SG child REFL.3SG be.PRS.3SG hide.PST.PTCP.M.SG in.DEF.M.SG shed for DEF.F.SG fear	The child hid in the barn out of fear.	DEF.M.SG ребенок REFL.3SG быть.PRS.3SG прятаться.PST.PTCP.M.SG в.DEF.M.SG навес для DEF.F.SG страх	Ребенок спрятался в сарае от страха.		
