language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
17	Slovenian	1	main	od_GEN	Robček je bi-l moker od solz.	handkerchief(M)[NOM.SG] AUX.3SG be-LPT[M.SG] wet[M.NOM.SG] from tear(F)[GEN.PL]	The handkerchief got soaked from tears.		Носовой платок промок от слез.		
17	Slovenian	2	main	pod_INS	Vej-a se je zlomi-l-a pod tež-o.	branch(F)-NOM.SG REFL AUX.3SG break(PFV)-LPT-F.SG under weight(F)-INS.SG	The branch broke under the weight.		Ветка сломалась под тяжестью.		Causation is an implicature, physical meaning of "pod" ('under'). 
17	Slovenian	3	main	zaradi_GEN	Žensk-a je kiha-l-a zaradi dim-a.	woman(F)-NOM.SG AUX.3SG cough(IPFV)-LPT-F.SG because.of smoke(M)-GEN.SG	The woman is coughing because of the smoke.		Женщина кашляет из-за дыма.		
17	Slovenian	4	main	zaradi_GEN	Zaradi tem-e ne vidimo obal-e.	because.of darkness(F)-GEN.SG not see(IPFV).PRS.1PL shore(F)-GEN.SG	We can’t see the shore because of the darkness.		Из-за темноты мы не видим берег.		
17	Slovenian	5	main	po_LOC	Aretira-l-i so človek-a po pomot-i.	arrest(PFV)-LPT-M.PL AUX.3PL man(M)-ACC.SG after mistake(F)-LOC.SG	The man was arrested by mistake.		Мужчину арестовали по ошибке.		
17	Slovenian	6	main	zaradi_GEN	Drev-o se je zruši-l-o zaradi vetr-a.	tree(N)-NOM.SG REFL AUX.3SG fall-LPT-N.SG because.of wind(M)-GEN.SG	The tree fell due to the wind.		Дерево упало из-за ветра.		
17	Slovenian	7	main	po_LOC	Človek je umr-l takoj po stik-u z eletktrik-o.	man(M)[NOM.SG] AUX.3SG die(PFV)-LPT[M.SG] immediately after contact(M)-LOC.SG with electricity(F)-INS.SG	The man died immediately from electric shock.		Мужчина сразу умер от удара током.		
17	Slovenian	8	main	zaradi_GEN	Žensk-a se je zbudi-l-a zaradi hrup-a.	woman(F)-NOM.SG REFL AUX.3SG wake.up(PFV)-LPT-F.SG because.of noise(M)-GEN.SG	The woman woke up because of the noise.		Женщина проснулась из-за шума.		
17	Slovenian	8	alternate	n.a.	Žensko je prebudi-l hrup.	woman(F)-ACC.SG AUX.3SG wake.up(PFV)-LPT[M.SG] noise(M)[NOM.SG]	The noise woke the woman up.		Шум разбудил женщину.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
17	Slovenian	9	main	zaradi_GEN	Človek je ime-l glavobol zaradi piv-a.	man(M)[NOM.SG] AUX.3SG have(IPFV)-LPT[M.SG] headache(M)[ACC.SG] because.of beer(N)-GEN.SG	The man had a headache from the beer.		У мужчины заболела голова от пива.		
17	Slovenian	10	main	DAT	Žensk-a se je kužk-u zasmeja-l-a, ker se je ta smešno spotakni-l.	woman(F)-NOM.SG REFL AUX.3SG puppy(M)-DAT.SG laugh(PFV)-LPT-F.SG because REFL AUX.3SG this.M.NOM.SG in_a_funny_way stumble(PFV)-LPT[M.SG]	The woman laughed at the puppy because it tumbled over in a funny way.		Женщина рассмеялась (букв. щенку), потому что он смешно перекувырнулся.		
17	Slovenian	11	main	n.a.	Človek je umr-l zaradi zastrupitve z ribo.	man(M)[NOM.SG] AUX.3SG die(PFV)-LPT[M.SG] because.of poisoning(F)-GEN.SG with fish(F)-INS.SG	The man died of fish poisoning.		Мужчина умер от отравления рыбой.	This translation is not included in the database because the noun phrase used in the nominal causal construction semantically deviates from the one intended by the stimulus sentence.	
