language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
20	Latvian	1	main	no_GEN	Lakatiņ-š piemirk-a no asar-ām.	handekerchief-NOM.SG get.soaked-PST.3 from tear-DAT.PL	The handkerchief got soaked from tears.	платок-NOM.SG намокнуть-PST.3 от слеза-DAT.PL	‘Платок намок от слез.’		
20	Latvian	2	main	no_GEN	Zar-s nolūz-a no smagum-a.	branch-NOM.SG break-PST.3 from weight-GEN.SG	The branch broke from the weight.	ветка-NOM.SG сломаться-PST.3 от тяжесть-GEN.SG	‘Ветка сломалась от тяжести.’		
20	Latvian	3	main	no_GEN	Sieviet-e klepo no dūm-iem	woman-NOM.SG cough.PRS.3 from smoke-DAT.PL	The woman is coughing because of the smoke.	женщина-NOM.SG кашлять.PRS.3 от дым-DAT.PL	‘Женщина кашляет от дыма.’		
20	Latvian	3	alternate	GEN_del	Sieviet-e klepo dūm-u dēļ.	woman-NOM.SG cough.PRS.3 smoke-GEN.PL because.of	The woman is coughing because of the smoke.	женщина-NOM.SG кашлять.PRS.3 дым-GEN.PL из-за	‘Женщина кашляет от дыма.’		
20	Latvian	4	main	GEN_del	Tums-as dēļ ne-redz-am krast-u.	darkness-GEN.SG because.of NEG-see.PRS-1PL shore-ACC.SG	We cannot see the shore because of the darkness.	темнота-GEN.SG из-за NEG-видеть.PRS-1PL берег-ACC.SG	‘Мы не видим берег из-за темноты.’		
20	Latvian	5	main	aiz_GEN	Vīriet-i arestēj-a aiz pārskatī-šan-ās.	man-ACC.SG arrest.PST-3 behind err-NMLZ-GEN.SG-RFL	The man was arrested by mistake.	мужчина-ACC.SG арестовать.PST-3 за ошибиться-NMLZ-GEN.SG-RFL	‘Мужчину арестовали по ошибке.’		
20	Latvian	5	alternate	GEN_del	Vīriet-i arestēj-a kļūd-as dēļ.	man-ACC.SG arrest.PST-3 mistake-GEN.SG because.of	The man was arrested because of a mistake.	мужчина-ACC.SG арестовать.PST-3 ошибка-GEN.SG из-за	‘Мужчину арестовали по ошибке.’		
20	Latvian	6	main	LOC	Kok-s nolūz-a vēj-ā.	tree-NOM.SG break.PST-3 wind-LOC.SG	The tree fell in the wind.	дерево-NOM.SG сломаться.PST-3 ветер-LOC.SG	‘Дерево упало от ветра.’		
20	Latvian	6	alternate	no_GEN	Kok-s nolūz-a no vēj-a.	tree-NOM.SG break.PST-3 from wind-GEN.SG	The tree fell due to the wind.	дерево-NOM.SG сломаться.PST-3 от ветер-GEN.SG	‘Дерево упало от ветра.’		
20	Latvian	7	main	no_GEN	Vīriet-is gāj-a boj-ā no elektrīb-as.	man-NOM.SG go.PST-3 death-LOC.SG from electricity-GEN.SG	The man died from electric shock.	мужчина-NOM.SG идти.PST-3 гибель-LOC.SG от электричество-GEN.SG	‘Мужчина погиб от удара тока.’		
20	Latvian	8	main	no_GEN	Sieviet-e pamod-ā-s no trokšņ-a.	woman-NOM.SG wake.PST-3-RFL from noise-GEN.SG	The woman woke up from the noise.	женщина-NOM.SG проснуться.PST-3-RFL от шум-GEN.SG	‘Женщина проснулась от шума.’		
20	Latvian	9	main	no_GEN	Vīriet-im no al-us sāp galv-a.	man-DAT.SG from beer-GEN.SG ache.PRS.3 head-NOM.SG	The man has a headache from the beer.	мужчина-DAT.SG от пиво-GEN.SG болеть.PRS.3 голова-NOM.SG	‘У мужчины от пива болит голова.’		
20	Latvian	10	main	no_GEN	Sieviet-e sāk-a smie-tie-s no kucēn-a	woman-NOM.SG begin.PST-3 laugh-INF-RFL from puppy-GEN.SG	The woman started to laugh at the puppy. 	женщина-NOM.SG начинать.PST-3 смеяться-INF-RFL от щенок-GEN.SG	Букв. ‘Женщина рассмеялась от щенка.’		
20	Latvian	10	alternate	n.a.	Sieviet-e sāk-a smie-tie-s redz-ot kucēnu.	woman-NOM.SG begin.PST-3 laugh-INF-RFL see-CNV puppy-ACC.SG	The woman started to laugh looking at the puppy. 	женщина-NOM.SG начинать.PST-3 смеяться-INF-RFL видеть-CNV щенок-ACC.SG	Букв. ‘Женщина рассмеялась, глядя на щенка.’	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
20	Latvian	11	main	no_GEN	Vīriet-is nomir-a no indīg-ās ziv-s.	man-NOM.SG die.PST-3 from poisonous-GEN.SG.F.DEF fish-GEN.SG	The man died from a poisonous fish.	мужчина-NOM.SG умереть.PST-3 от ядовитый-GEN.SG.F.DEF рыба-GEN.SG	‘Мужчина умер от ядовитой рыбы.’		
20	Latvian	12	main	ar_INS	Meiten-e ir apmierināt-a ar sav-u atzīm-i	girl-NOM.SG be.PRS.3 satisfied-NOM.SG.F with one’s-ACC.SG grade-ACC.SG	The girl is satisfied with her grade.	девочка-NOM.SG быть.PRS.3 довольная-NOM.SG.F с свой-ACC.SG оценка-ACC.SG	‘Девочка довольна своей оценкой.’		
20	Latvian	13	main	par_ACC	Siev-a sadusmoj-ā-s par vīr-a vārd-iem.	wife-NOM.SG anger.PST-3.RFL about husband-GEN.SG word-DAT.PL	The wife got angry with her husband’s words.	жена-NOM.SG рассердиться.PST-3.RFL о муж-GEN.SG слово-DAT.PL	‘Жена рассердилась на слова мужа.’		
20	Latvian	13	alternate	GEN_del	Siev-a sadusmoj-ā-s vīra vārdu dēļ.	wife-NOM.SG anger.PST-3.RFL husband-GEN.SG word-GEN.PL because.of	The wife got angry because of her husband's words.	жена-NOM.SG рассердиться.PST-3.RFL муж-GEN.SG слово-GEN.PL из-за	‘Жена рассердилась на слова мужа.’		
20	Latvian	14	main	par_ACC	Zēn-s ir sajūsm-ā par š-o idej-u.	boy-NOM.SG be.PRS.3 delight-LOC.SG about this-ACC.SG idea-ACC.SG	The boy was delighted by this idea.	мальчик-NOM.SG быть.PRS.3 восторг-LOC.SG о этот-ACC.SG идея-ACC.SG	‘Мальчик в восторге от этой идеи.’		
20	Latvian	15	main	no_GEN	Vīriet-is no bad-a kļuv-a vārg-s.	man-NOM.SG from hunger-GEN.SG become.PST-3 weak-NOM.SG.M	The man was weakened by hunger.	мужчина-NOM.SG от голод-GEN.SG стать.PST-3 слабый-NOM.SG.M	‘Мужчина ослабел от голода.’		
20	Latvian	15	alternate	GEN_del	Vīriet-is bad-a dēļ kļuv-a vārg-s.	man-NOM.SG hunger-GEN.SG because.of become.PST-3 weak-NOM.SG.M	The man was weakened by hunger.	мужчина-NOM.SG голод-GEN.SG из-за стать.PST-3 слабый-NOM.SG.M	‘Мужчина ослабел от голода.’		
20	Latvian	16	main	no_GEN	Vīriet-is nomir-a no bad-a.	man-NOM.SG die.PST-3 from hunger-GEN.SG	The man died of starvation.	мужчина-NOM.SG умереть.PST-3 от голод-GEN.SG	‘Мужчина умер от голода.’		
20	Latvian	16	alternate	LOC	Vīriet-is nomir-a bad-ā.	man-NOM.SG die.PST-3 hunger-LOC.SG	The man died of starvation.	мужчина-NOM.SG умереть.PST-3 голод-LOC.SG	‘Мужчина умер от голода.’		
20	Latvian	17	main	no_GEN	Vīriet-is kliedz no sāp-ēm.	man-NOM.SG scream.PRS.3 from pain-DAT.PL	The man is screaming from the pain.	мужчина-NOM.SG кричать.PRS.3 от боль-DAT.PL	‘Мужчина кричит от боли.’		
20	Latvian	17	alternate	LOC	Vīriet-is kliedz sāp-ēs.	man-NOM.SG scream.PRS.3 pain-LOC.PL	The man is screaming in pain.	мужчина-NOM.SG кричать.PRS.3 боль-LOC.PL	‘Мужчина кричит от боли.’		
20	Latvian	18	main	no_GEN	Sieviet-e trīc no aukstum-a	woman-NOM.SG shiver.PRS.3 from cold-GEN.SG	The woman is shivering from the cold.	женщина-NOM.SG дрожать.PRS.3 от холод-GEN.SG	‘Женщина дрожит от холода.’		
20	Latvian	18	alternate	LOC	Sieviet-e trīc aukstum-ā.	woman-NOM.SG shiver.PRS.3 cold-LOC.SG	The woman is shivering from the cold.	женщина-NOM.SG дрожать.PRS.3 холод-LOC.SG	‘Женщина дрожит от холода.’		
20	Latvian	19	main	no_GEN	Bērn-s ieraudāj-ā-s no bail-ēm.	child-NOM.SG cry-PST-3-RFL from fear-DAT.PL	The child began to cry out of fear.	ребенок-NOM.SG заплакать-PST-3-RFL от страх-DAT.PL	‘Ребенок заплакал от страха.’		
20	Latvian	19	alternate	LOC	Bērn-s ieraudāj-ā-s bail-ēs.	child-NOM.SG cry-PST-3-RFL fear-LOC.PL	The child began to cry in fear.	ребенок-NOM.SG заплакать-PST-3-RFL страх-LOC.PL	‘Ребенок заплакал от страха.’		
20	Latvian	20	main	no_GEN	Bērn-s iesmēj-ā-s no priek-a.	child-NOM.SG laugh.PST-3-RFL from joy-GEN.SG	The child started to laugh out of joy.	ребенок-NOM.SG рассмеяться.PST-3-RFL от радость-GEN.SG	‘Ребенок рассмеялся от радости.’		
20	Latvian	20	alternate	LOC	Bērn-s iesmēj-ā-s priek-ā.	child-NOM.SG laugh.PST-3-RFL joy-LOC.SG	The child started to laugh out of joy.	ребенок-NOM.SG рассмеяться.PST-3-RFL радость-LOC.SG	‘Ребенок рассмеялся от радости.’		
20	Latvian	21	main	no_GEN	Bērn-s no bail-ēm paslēp-ā-s šķūn-ī.	child-NOM.SG from fear-GEN.SG hide.PST-3-RFL barn-LOC.SG	The child hid in the barn out of fear.	ребенок-NOM.SG от страх-GEN.SG спрятаться.PST-3-RFL сарай-LOC.SG	‘Ребенок от страха спрятался в сарае.’		
20	Latvian	21	alternate	LOC	Bērn-s bail-ēs paslēp-ā-s šķūn-ī.	child-NOM.SG fear-LOC.PL hide.PST-3-RFL barn-LOC.SG	The child hid in the barn in fear.	ребенок-NOM.SG страх-LOC.PL спрятаться.PST-3-RFL сарай-LOC.SG	‘Ребенок от страха спрятался в сарае.’		
20	Latvian	22	main	n.a.	Vīriet-is kautri klusēj-a.	man-NOM.SG modestly keep.silent.PST-3	The man was modetsly keeping silent.	мужчина-NOM.SG скромно молчать.PST-3	‘Мужчина скромно промолчал.’	This translation is not included in the database because the causing event is expressed as an adverb, not a nominal phrase.	
20	Latvian	22	alternate	GEN_del	Kautrīgum-a dēļ vīriet-is klusēj-a.	modesty-GEN.SG because.of man-NOM.SG keep.silent.PST-3	The man was keeping silent out of modesty.	скромность-GEN.SG из-за мужчина-NOM.SG молчать.PST-3	‘Мужчина по скромности промолчал.’		
20	Latvian	23	main	LOC	Sieviet-e bail-ēs saķēr-a brāl-i aiz rok-as.	woman-NOM.SG fear-LOC.PL grab.PST-3 brother-ACC.SG behind hand-GEN.SG	The woman grabbed her brother’s arm in fear.	женщина-NOM.SG страх-LOC.PL схватить.PST-3 брат-ACC.SG за рука-GEN.SG	‘Женщина в страхе схватила брата за руку.’		
20	Latvian	23	alternate	no_GEN	Sieviet-e no bail-ēm saķēr-a brāl-i aiz rok-as.	woman-NOM.SG from fear-DAT.PL grab.PST-3 brother-ACC.SG behind hand-GEN.SG	The woman grabbed her brother’s arm out of fear.	женщина-NOM.SG от страх-DAT.PL схватить.PST-3 брат-ACC.SG за рука-GEN.SG	‘Женщина от страха схватила брата за руку.’		
20	Latvian	24	main	no_GEN	Sieviet-e piekus-a no darb-a.	woman-NOM.SG get.tired.PST-3 from work-GEN.SG	The woman got tired from work.	женщина-NOM.SG устать.PST-3 от работа-GEN.SG	‘Женщина устала от работы.’		
20	Latvian	25	main	GEN_del	Sieviet-e od-u dēļ ne-var aizmig-t.	woman-NOM.SG mosquito-GEN.PL because.of NEG-can.PRS.3 fall.asleep-INF	The woman cannot fall asleep because of the mosquitoes.	женщина-NOM.SG комар-GEN.PL из-за NEG-мочь.PRS.3 заснуть-INF	‘Женщина не может заснуть из-за комаров.’		
20	Latvian	26	main	n.a.	Ūden-s mēnes-s gaism-ā šķiet gaiš-s.	water-NOM.SG moon-GEN.SG light-LOC.SG seem.PRS.3 bright-NOM.SG.M	The water looks bright in the moonlight.	вода-NOM.SG луна-GEN.SG свет-LOC.SG казаться.PRS.3 светлый-NOM.SG.M	‘Вода кажется светлой в свете луны.’	This translation is not included in the database because the noun phrase used in the nominal causal construction semantically deviates from the one intended by the stimulus sentence.	
20	Latvian	26	alternate	n.a.	Ūden-s no mēnes-s gaism-as šķiet gaiš-s.	water-NOM.SG from moon-GEN.SG light-GEN.SG seem.PRS.3 bright-NOM.SG.M	The water looks bright from the moonlight.	вода-NOM.SG от луна-GEN.SG свет-GEN.SG казаться.PRS.3 светлый-NOM.SG.M	‘Вода кажется светлой из-за лунного света.’	This translation is not included in the database because the noun phrase used in the nominal causal construction semantically deviates from the one intended by the stimulus sentence.	
20	Latvian	27	main	GEN_del	Vīriet-im veic-ā-s medīb-ās suņa dēļ	man-DAT.SG be.successful.PST-3-RFL hunt-LOC.PL dog.GEN.SG because.of	The man hunted successfully because of his dog.	мужчина-DAT.SG быть.удачным.PST-3-RFL охота-LOC.PL собака.GEN.SG из-за	‘Мужчине повезло на охоте благодаря собаке.’		
20	Latvian	27	alternate	pateicoties_DAT	Vīriet-im veic-ā-s medīb-ās pateic-otie-s sunim.	man-DAT.SG be. successful.PST-3-RFL hunt-LOC.PL thank-CNV-RFL dog.DAT.SG	The man hunted successfully thanks to his dog.	мужчина-DAT.SG быть.удачным.PST-3-RFL охота-LOC.PL благодарить-CNV-RFL собака.DAT.SG	‘Мужчине повезло на охоте благодаря собаке.’		
20	Latvian	28	main	uz_ACC	Siev-a sadusmoj-ā-s uz vīr-u.	wife-NOM.SG anger.PST-3-RFL to husband-ACC.SG	The wife got angry at her husband.	жена-NOM.SG рассердиться.PST-3-RFL на муж-ACC.SG	‘Жена рассердилась на мужа.’		
20	Latvian	29	main	GEN_del	Sieviet-e nokavēj-a darb-u vīr-a dēļ.	woman-NOM.SG be.late.PST.3 work-ACC.SG husband-GEN.SG because.of	The wife was late for work because of her husband.	женщина-NOM.SG опоздать.PST.3 работа-ACC.SG муж-GEN.SG из-за	‘Женщина опоздала на работу из-за мужа.’		
20	Latvian	30	main	GEN_del	Cilvēk-i gāj-a boj-ā zemestrīc-es dēļ.	man-NOM.PL go.PST-3 death-LOC.SG earthquake-NGE.SG because.of	People died because of the earthquake.	человек-NOM.PL идти.PST-3 гибель-LOC.SG землетрясение-NGE.SG из-за	‘Люди погибли из-за землетрясения.’		
20	Latvian	30	alternate	LOC	Cilvēk-i gāj-a boj-ā zemestrīc-ē.	man-NOM.PL go.PST-3 death-LOC.SG earthquake-LOC.SG	People died in the earthquake.	человек-NOM.PL идти.PST-3 гибель-LOC.SG землетрясение-LOC.SG	‘Люди погибли при землетрясении.’		
20	Latvian	31	main	GEN_del	Vis-as nelaim-es notiek cilvēk-a dēļ.	all-NOM.PL.F misfortune-NOM.PL happen.PRS.3 man-GEN.SG because.of	All misfortunes happen because of people.	весь-NOM.PL.F несчастье-NOM.PL происходить.PRS.3 человек-GEN.SG из-за	‘Все беды происходят из-за человека.’		
20	Latvian	32	main	pateicoties_DAT	Vīriet-is sāk-a labāk redzē-t pateic-otie-s operācij-ai.	man-NOM.SG begin.PST-3 better see-INF thank-CNV-RFL operation-DAT.SG	The man started to see better thanks to the operation.	мужчина-NOM.SG начать.PST-3 лучше видеть-INF благодарить-CNV-RFL операция-DAT.SG	‘Мужчина стал лучше видеть благодаря операции.’		
20	Latvian	32	alternate	pec_GEN	Vīriet-is sāk-a labāk redzē-t pēc operācij-as.	man-NOM.SG begin.PST-3 better see-INF after operation-GEN.SG	The man started to see better after the operation.	мужчина-NOM.SG начать.PST-3 лучше видеть-INF после операция-GEN.SG	‘Мужчина стал лучше видеть после операции.’		
20	Latvian	33	main	pateicoties_DAT	Sieviet-e ir dzīv-a pateic-otie-s š-im vīriet-im.	woman-NOM.SG be.PRS.3 alive-NOM.SG.F thank-CNV-RFL this-DAT.SG.M man-DAT.SG	The woman is alive thanks to that man.	женщина-NOM.SG быть.PRS.3 жива-NOM.SG.F  благодарить-CNV-RFL этот-DAT.SG.M мужчина-DAT.SG	‘Женщина жива благодаря этому мужчине.’		
20	Latvian	34	main	GEN_del	Vīriet-is pastāstīj-a t-o siev-ai muļķīb-as dēļ.	man-NOM.SG tell.PST-3 this-ACC wife-DAT.SG stupidity-GEN.SG because.of	The man told his wife about it out of stupidity.	мужчина-NOM.SG рассказать.PST-3 то-ACC жена-DAT.SG глупость-GEN.SG из-за	‘Мужчина рассказал об этом жене по глупости.’		
20	Latvian	34	alternate	GEN_GEN	Vīriet-is pastāstīj-a t-o siev-ai muļķīb-as pēc.	man-NOM.SG tell.PST-3 this-ACC wife-DAT.SG stupidity-GEN.SG after	The man told his wife about it out of stupidity.	мужчина-NOM.SG рассказать.PST-3 то-ACC жена-DAT.SG глупость-GEN.SG после	‘Мужчина рассказал об этом жене по глупости.’		
20	Latvian	35	main	GEN_del	Sieviet-e paslīdēj-a neuzmanīb-as dēļ.	woman-NOM.SG slip.PST-3 inattention-GEN.SG because.of	The woman slipped because of carelessness.	женщина-NOM.SG поскользнуться.PST-3 невнимательность-GEN.SG из-за	‘Женщина поскользнулась по неосторожности.’		
20	Latvian	36	main	pateicoties_DAT	Pilot-s spēj-a nosēs-tie-s pateic-otie-s liel-ajai pieredz-ei.	pilot-NOM.SG be.able.PST-3 land-INF-RFL thank-CNV-RFL big-DAT.SG.F.DEF experience-DAT.SG	The pilot was able to land the plane thanks to his solid experience.	пилот-NOM.SG смочь.PST-3 сесть-INF-RFL благодарить-CNV-RFL большой-DAT.SG.F.DEF опыт-DAT.SG	‘Пилот смог посадить самолет благодаря большому опыту.’		
20	Latvian	37	main	GEN_del	Pilot-s ne-spēj-a nosēs-tie-s pieredz-es trūkum-a dēļ.	pilot-NOM.SG NEG-be.able.PST-3 land-INF-RFL experience-GEN.SG lack-GEN.SG because.of	The pilot could not land the plane because of his inexperience.	пилот-NOM.SG NEG-смочь.PST-3 сесть-INF-RFL опыт-GEN.SG отсутствие-GEN.SG из-за	‘Пилот не смог посадить самолет из-за отсутствия опыта.’		
