language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
15	Urdu	1	main	se	rūmāl āṁsu-oṁ se bhīg gay-ā.	handkerchief(M).SG.DIR tear(F)-PL.OBL from get_wet go.PFV-SG.M	The handerchief got soaked from tears.				
15	Urdu	2	main	se	ṭahnī vazan se ṭūṭ gay-ī.	branch(F).SG.DIR weight(M).SG.OBL from break go.PFV-SG.F	The branch broke from the weight.				
15	Urdu	3	main	ki_vajah_se	ɔrat dhu-eṁ kī vajah se khāṁs rah-ī hɛ.	woman(F).SG.DIR smoke(M)-SG.OBL ADJZ.F reason(F).SG.OBL from cough DUR-F PRS.3SG	The woman is coughing because of the smoke.				
15	Urdu	4	main	ki_vajah_se	ham sāhil andher-e ki vajah se dekh nahīṁ pā rah-e.	we coast(M).SG.DIR darkness(M)-SG.OBL ADJZ.F reason(F).SG.OBL from see NEG get DUR-M.PL	We can’t see the shore because of the darkness.				
15	Urdu	5	main	se	ādmī galtī se giraftār hu-ā th-ā.	man(M).SG.DIR mistake(F).SG.OBL from arrested be.PFV-SG.M PST-M.SG	The man was arrested by mistake. 				
15	Urdu	6	main	se	daraxt havā se gir gay-ā.	tree(M).SG.DIR air(F).SG.OBL from fall go.PFV-SG.M	The tree fell because of the wind.				
15	Urdu	7	main	se	ādmī bijlī lag-n-e se mar gay-ā.	man(M).SG.DIR lightning(F).SG.DIR apply-INF-OBL from die go.PFV-SG.M	The man died from electric shock.				
15	Urdu	8	main	se	ɔrat āvāz se uṭh gay-ī.	woman(F).SG.DIR sound(F).SG.OBL from get_up go.PFV-SG.F	The woman woke up from the noise.				
15	Urdu	9	main	se	ādmī ko šarāb se sar meṁ dard hɛ.	man(M).SG.OBL OBJ wine(F).SG.OBL from head(M).SG.OBL in pain(M).SG.DIR be.PRS.3SG	The man has a headache from the wine.				
15	Urdu	10	main	par	ɔrat kutt-e ke pille pe haṁs-n-e lag-ī.	woman(F).SG.DIR dog(M).SG.OBL ADJZ.M.SG.OBL pup(M).SG.OBL on laugh-INF-OBL apply.PFV-SG.F	The woman started to laugh at the puppy. 				
15	Urdu	11	main	ki_vajah_se	ādmī zahrīl-ī machlī kī vajah se mar gay-ā.	man(M).SG.DIR poisonous-F fish(F).SG.OBL ADJZ.F reason(F).SG.OBL from die go.PFV-SG.M	The man died because of the poisonous fish.				
15	Urdu	12	main	se	laṛkī apn-e iṁtehānāt ke natāij se mutmain th-ī.	girl(F).SG.DIR own-M.PL.OBL examination(M).PL.OBL ADJZ.M.PL.OBL result(M).PL.OBL from satisfied be.PST-SG.F	The girl was satisfied with her examination results.				
15	Urdu	13	main	par	bīvī apn-e šɔhar kī bāt-oṁ pe gussā th-ī.	wife(F).SG.DIR own-M.SG.OBL husband(M).SG.OBL ADJZ.F matter(F)-PL.OBL on anger(M).SG.DIR be.PST-SG.F	The wife was angered by her husband’s words.				
15	Urdu	14	main	me	bacchā is xayāl meṁ purjoš th-ā.	child(M).SG.DIR this.OBL idea(M).SG.OBL in zealous be.PST-SG.M	The boy was zealous about this idea.				
15	Urdu	15	main	se	ādmī bhūkh se kamzor th-ā.	man(M).SG.DIR hunger(M).SG.OBL from weak be.PST-SG.M	The man was weak from hunger.				
15	Urdu	16	main	se	ādmī bhūkh se mar gay-ā.	man(M).SG.DIR hunger(M).SG.OBL from die go.PFV-SG.M	The man died of starvation.				
15	Urdu	17	main	me	ādmī dard meṁ cīkh rah-ā hɛ.	man(M).SG.DIR pain(M).SG.OBL in shout DUR-M.SG PRS.3SG	The man is screaming in pain.				
15	Urdu	18	main	se	ɔrat ṭhaṇḍ se kapkapā rah-ī hɛ.	woman(F).SG.DIR cold(M).SG.OBL from shiver DUR-F PRS.3SG	The woman is shivering from the cold.				
15	Urdu	19	main	ke_mare	bacchā xɔf ke māre ro-n-e lag-ā.	child(M).SG.DIR fear(M).SG.OBL ADJZ.M.SG.OBL because_of cry-INF-OBL apply.PFV-SG.M	The child began to cry out of fear.				
15	Urdu	20	main	se	bacchā xušī se haṁs paṛ-ā.	child(M).SG.DIR happiness(F).SG.OBL from laugh fall.PFV-SG.M	The child burst out laughing from happiness.				
15	Urdu	21	main	ke_mare	bacchā godām meṁ xɔf ke māre cup gay-ā.	child(M).SG.DIR shed(M).SG.OBL in fear(M).SG.OBL ADJZ.M.SG.OBL because_of hide go.PFV-SG.M	The child hid in the barn out of fear.				
15	Urdu	22	main	ki_vajah_se	ādmī apn-ī šāistagī kī vajah se cup rah-ā.	man(M).SG.DIR own-F good_manners(F).SG.OBL ADJZ.F reason(F).SG.OBL from silent stay.PFV-SG.M	The man kept silent because of his good manners.				
15	Urdu	23	main	me	ɔrat ne xɔf meṁ apn-e bhāī kā hāth thām liy-ā.	woman(F).SG.OBL TA fear(M).SG.OBL in own-M.SG.OBL brother(M).SG.OBL ADJZ.M.SG.DIR hand(M).SG.DIR hold take.PFV-SG.M	The woman grabbed her brother’s hand in fear.				
15	Urdu	24	main	ki_vajah_se	ɔrat kām kī vajah se thak gay-ī hɛ.	woman(F).SG.DIR work(M).SG.OBL ADJZ.F reason(F).SG.OBL from get_tired go.PFV-SG.F PRS.3SG	The woman has become tired from work.				
15	Urdu	25	main	ki_vajah_se	ɔrat ko macchar-oṁ kī vajah se nīnd nahīṁ ā rah-ī.	woman(F).SG.OBL OBJ mosquito(M)-PL.OBL ADJZ.F reason(F).SG.OBL from sleep(F).SG.DIR NEG2 come DUR-F	The woman can’t fall asleep because of the mosquitoes.				
15	Urdu	26	main	me	pānī camak rah-ā hɛ cāṁd kī rošnī meṁ.	water(M).SG.DIR gleam DUR-M.SG PRS.3SG moon(M).SG.OBL ADJZ.F light(F).SG.OBL in	The water gleams in the moon light.				
