language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
8	Telugu	1	main	to	karci kaṇṇiṭi tō taḍici-ṁdi.	handkerchief.SG tear.SG.OBL with drench.PST-3SG.NM	The handerchief got soaked with tears.				
8	Telugu	2	main	DAT	komma baruvu-ki virigi-ṁdi.	branch.SG weight.SG.OBL-DAT break.PST-3SG.NM	The branch broke from the weight.				
8	Telugu	2	alternate	valla	komma baruvu valla virigi-ṁdi.	branch.SG weight.SG.OBL by break.PST-3SG.NM	The branch broke because of the weight.				
8	Telugu	3	main	valla	āviḍa poga valla daggu-tuṁdi.	that_woman.SG smoke.SG.OBL by cough-PRS.3SG.NM	The woman is coughing because of the smoke.				
8	Telugu	4	main	valla	mēmu cīkaṭi valla tīrānni cuḍalēkapō-tunn-āmu.	1PL.EXCL darkness.SG.OBL by shore.SG.ACC see.INAB-PRS-1PL	We cannot see the shore because of the darkness.				
8	Telugu	4	alternate	karanamga	mēmu cīkaṭi kāraṇaṁgā tīrānni cuḍalekapō-tunn-āmu.	1PL.EXCL darkness.SG.OBL because_of shore.SG.ACC see.INAB-PRS-1PL	We cannot see the shore because of the darkness.				
8	Telugu	5	main	n.a.	ataḍu tappu-gā baṁdhiṁca-paḍḍ-āḍu.	that_man.SG mistake-ADVZ tie-PASS.PST-3SG.M	The man was arrested by mistake.			This translation is not included in the database because the causing event is expressed as an adverb, not a nominal phrase.	
8	Telugu	6	main	DAT	ceṭṭu gāli-ki paḍi-ṁdi.	tree.SG wind.SG.OBL-DAT fall.PST-3SG.NM	The tree fell because of the wind.				This translation, according to the judgment of the native speaker, is practically as natural as the alternative one with the marker -valla.
8	Telugu	6	alternate	valla	ceṭṭu gāli valla paḍi-ṁdi.	tree.SG wind.SG.OBL by fall.PST-3SG.NM	The tree fell because of the wind.				
8	Telugu	7	main	DAT	atanu šokku-ki canipōy-āḍu.	that_man.SG shock.SG.OBL-DAT pass_away.PST-3SG.M	The man died from electric shock.				
8	Telugu	7	alternate	valla	atanu šokku valla canipōy-āḍu.	that_man.SG shock.SG.OBL by pass_away.PST-3SG.M	The man died because of the electric shock.				
8	Telugu	8	main	DAT	āviḍa šabdāniki lēci-ṁdi.	that_woman.SG sound.SG.DAT rise.PST-3SG.NM	The woman woke up from the noise.				
8	Telugu	9	main	valla	atani-ki bīru valla talanoppi vacci-ṁdi.	that_man.SG.OBL-DAT beer.SG.OBL by headache.SG come.PST-3SG.NM	The man got a headache because of the beer.				Alternative translation with the marker DAT is characterized as unnatural.
8	Telugu	10	main	n.a.	āviḍa kukka-ni cūsi navvi-ṁdi.	that_woman.SG dog.SG.OBL-ACC see.CVB.PFV laugh.PST-3SG.NM	The woman laughed at the sight of the dog.			This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	In this translation the converb might be grammaticalized: it could have been used even if the woman was blind.
8	Telugu	10	alternate	valla	āviḍa kukka valla navvi-ṁdi.	that_woman.SG dog.SG.OBL by laugh.PST-3SG.NM	The woman laughed because of the dog.				
8	Telugu	10	alternate	pai	āviḍa kukka pai navvi-ṁdi.	that_woman.SG dog.SG.OBL over laugh.PST-3SG.NM	The woman laughed at the dog. 				
8	Telugu	11	main	DAT	atanu viṣapu cēpa-ku canipōy-āḍu.	that_man.SG poison.SG.OBL fish.SG.OBL-DAT pass_away.PST-3SG.M	The man died from the poisonous fish.				
8	Telugu	11	alternate	valla	atanu viṣapu cēpa valla canipōy-āḍu.	that_man.SG poison.OBL fish.SG.OBL by pass_away.PST-3SG.M	The man died because of the poisonous fish.				
8	Telugu	11	alternate	karanamga	atanu viṣapu cēpa kāraṇaṁgā canipōy-āḍu.	that_man.SG poison.OBL fish.SG because_of pass_away.PST-3SG.M	The man died because of the poisonous fish.				
8	Telugu	12	main	to	āme tana grēḍu tō saṁtr̥pti paḍi-ṁdi.	she REFL.POSS grade.SG.OBL with satisfaction.SG fall.PST-3SG.NM	The girl is satisfied with her grade.				
