language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
12	Shughni	1	main	az	Lemolak az yūx̌k xist sa-t.	handkerchief(F) EL tears wet go-PST.F	The handerchief got soaked from tears.	платок EL слезы влажный идти-PST	Платок намок от слез.		
12	Shughni	2	main	az	Xix̌čak az wazmini virux̌-t.	branch EL weight break-PST	The branch broke from the weight.	ветка EL тяжесть ломать(ся)-PST	Ветка сломалась от тяжести.		
12	Shughni	3	main	az	Yā ɣ̌inik az dasti δud kêx-t.	DEM3.F.SG woman(F) EL CAUS smoke cough-PST	The woman is coughing because of the smoke.	DEM3.F.SG женщина(F) EL CAUS дым кашлять-PST	Женщина кашляет от дыма.		
12	Shughni	4	main	az_dasti	Maš az dasti torik-i soyil na-win=ām.	1PL.OBL EL CAUS darkness-3SG shore NEG-see=1PL	We can’t see the shore because of the darkness.	1PL.OBL EL CAUS темнота-3SG берег NEG-видеть=1PL	Мы не видим берег из-за темноты.		
12	Shughni	4	alternate	jat	Maš torik-i ǰāt soyil na-win=ām.	1PL.OBL darkness-3SG CAUS shore NEG-see=1PL	We can’t see the shore because of the darkness.	1PL.OBL темнота-3SG CAUS берег NEG-видеть=1PL	Мы не видим берег из-за темноты.		
12	Shughni	4	alternate	az_rui	Maš az rui torik-i soyil na-win=ām.	1PL.OBL EL CAUS darkness-3SG shore NEG-see=1PL	We can’t see the shore because of the darkness.	1PL.OBL EL CAUS темнота-3SG берег NEG-видеть=1PL	Мы не видим берег из-за темноты.		
12	Shughni	5	main	n.a.	Wi čorik=en podstavit čū-d.	3SG.M.OBL man=3PL quit_on do-PST	This man was wrong-footed.	3SG.M.OBL мужчина=3PL подставить делать-PST	Этого мужчину подставили.	No satisfactory translation has been obtained.	
12	Shughni	6	main	az	Yā daraxt az xūdz wêx-t.	DEM3.F.SG tree(F) EL wind fall-PST	The tree fell due to the wind.	DEM3.F.SG дерево(F) EL ветер упасть-PST	Дерево упало от ветра.		
12	Shughni	7	main	n.a.	Wi čorik=i tok δo-d xu yu mū-d.	3SG.M.OBL man(M)=3SG current give-PST REFL DEM3.M.SG die-PST	The man received an electric shock and died.	3SG.M.OBL мужчина(M)=3SG ток давать-PST REFL DEM3.M.SG умереть-PST	Того мужчину ударило током, он умер.	This translation is not included in the database because the expression corresponding to the causing event is not a syntactic dependent of the expression corresponding to the caused event	
12	Shughni	7	alternate	az	Yu čorik az tok mū-d.	DEM3.M.SG man(M) EL current die-PST	The man died because of the electric shock.	DEM3.M.SG мужчина(M) EL ток умер-PST	Мужчина умер от тока.		
12	Shughni	8	main	az	Yā ɣ̌inik az ɣawɣo agā1 sa-t2.	DEM3.F.SG woman(F) EL noise(M) wake_up(intr)1,2-PST.F	The woman woke up from the noise.	DEM3.F.SG женщина(F) EL шум просыпаться1,2-PST.F	Женщина проснулась от шума.		
12	Shughni	8	alternate	n.a.	Wam ɣ̌inik=i ɣawɣo agā1 čū-d2.	3SG.F.OBL woman(F)=3SG noise wake_up(tr)1,2-PST	The woman was woken up by the noise.	3SG.F.OBL женщина(F)=3SG шум будить1,2-PST	Женщину разбудил шум.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
12	Shughni	9	main	az	Wi čorik kāl az pivo birext-darθ kix̌t.	3SG.M.OBL man(M) head(M) EL beer drink.INF-pain do.NPST.3SG	The man has a headache from the beer.	3SG.M.OBL мужчина(M) голова(M) EL пиво пить.INF-боль делать-NPST.3SG	У мужчины голова болит от пива.		
12	Shughni	10	main	n.a.	Yā ɣ̌inik az wi pi-šūnčak δo-d.	DEM3.F.SG woman(F) EL 3SG.M.OBL SUP-laughter give-PST	The woman laughed at it [the puppy's].	DEM3.F.SG женщина(F) EL 3SG.M.OBL SUP-смех давать-PST	Женщина засмеялась от этого [щенка].	This translation is not included in the database because the noun phrase used in the nominal causal construction semantically deviates from the one intended by the stimulus sentence.	
12	Shughni	10	alternate	n.a.	Yā ɣ̌inik az wi kor pi-šūnčak δo-d.	DEM3.F.SG woman(F) EL 3SG.M.OBL work SUP-laughter give-PST 	The woman laughed at its movements [the puppy's].	DEM3.F.SG женщина(F) EL 3SG.M.OBL действие SUP-смех давать-PST 	Жензина засмеялась от его [щенка] действий.	This translation is not included in the database because the noun phrase used in the nominal causal construction semantically deviates from the one intended by the stimulus sentence.	
