language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
34	Indonesian (Standard)	1	main	karena	sapu.tangannya basah karena air mata	handherchief soaked because water eye	The handkerchief got soaked from tears.	носовой_платок промок из-за вода глаз	Платок промок от слез.		
34	Indonesian (Standard)	2	main	karena	ranting itu patah karena keberatan beban	branch than broken because weight burden	The branch broke from the weight.	ветка тогда сломалась из-за масса груз	Ветка сломалась от тяжести.		
34	Indonesian (Standard)	3	main	karena	wanita itu batuk karena asap	woman that cough because smoke	The woman is coughing because of the smoke.	женщина этот кашлять из-за дымка	Женщина кашляет из-за дыма.		
34	Indonesian (Standard)	4	main	n.a.	kita tidak bisa melihat pantai karena gelap	we NEG can see shore because dark	We can’t see the shore because it is dark.	мы NEG можно видеть берег из-за темно	Берега не видно, потому что темно.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
34	Indonesian (Standard)	5	main	karena	laki-laki itu ditangkap karena kesalahan	man that arrested because mistake	The man was arrested by mistake.	человек этот арестован из-за ошибка	Мужчину задержали по ошибке.		
34	Indonesian (Standard)	6	main	karena	pohonnya jatuh karena angin	the.tree fall because wind	The tree fell due to the wind.	ART.дерево упало из-за ветер	Дерево упало из-за ветра.		
34	Indonesian (Standard)	7	main	dari	laki-laki itu meninggal dari sengatan listrik secara langsung	man that die from shock electricity by directly	The man died from electric shock.	человек этот умереть из шок электричество по напрямую	Мужчина скончался от удара током.		
34	Indonesian (Standard)	8	main	karena	wanita itu terbangun karena suara berisik	woman that wake.up because noise noisy	The woman woke up from the noise.	женщина этот будить из-за шум шумный	Женщина проснулась от шума.		
34	Indonesian (Standard)	9	main	karena	laki-laki itu sakit kepala karena bir	man that ill head because beer	The man has a headache from the beer.	человек этот больной голова из-за пиво	У человека болит голова от пива.		
34	Indonesian (Standard)	10	main	ke	wanita itu tertawa ke anak anjing itu	woman that laugh to child dog that	The woman laughed at the puppy.	женщина этот смех к ребенок собака этот	Женщина смеялась над щенком.		
34	Indonesian (Standard)	11	main	karena	pria itu meninggal karena ikan beracun	man that die because fish poisonous	The man died from a poisonous fish.	человек этот умереть из-за рыбы ядовитый	Мужчина умер от ядовитой рыбы.		
