language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
8	Guro	1	main	nya	sɔ bɛ'nɛ́ vʋ̌ dɔ̀lɔ́lɔ̌ yuɛí nya	clothes piece leave\PFV fresh tears with	The handerchief soaked from tears.	ткань кусок оставлять\PFV свежий слёзы с	Платок намок от слез.		
8	Guro	2	main	lee	yílí bana yelí é bɛ̌n léè	tree branch fracture\PFV 3SG.REFL heaviness at	The tree branch fractured from the weight.	дерево ветка дробить\PFV 3SG.REFL тяжесть у	Ветка дерева сломалась от тяжести.		
8	Guro	3	main	lee	lɩ zàn à kɔɔ̀lú bhʋ-nâ cɛ́ gòí léè	woman RESP COP cough knock-PROG hot smoke at	The woman is coughing because of the smoke.	женщина RESP COP кашель бросать-PROG горячий дым у	Женщина кашляет от дыма.		
8	Guro	4	main	lee	wò ká yí bha jì yè fɛ nâ gùnù lèè lo	3PL NEG water bank inside see.IPFV\IPFV.NEG thing at darkness at NEG	We can’t see the bank because of the darkness.	3PL NEG вода берег нутро видеть.IPFV\IPFV.NEG вещь в темнота у NEG	Мы не видим берег из-за темноты.		
8	Guro	5	main	wii	wò saán ye wò gɔnɛ zàn kún à tɔ́ wíǐ	3PL lose\PFV then 3PL male RESP grab\PFV 3SG.NSBJ name because	They made a mistake and arrested a man because of his name.	3PL терять\PFV и 3PL мужчина RESP хватать\PFV 3SG.NSBJ имя из-за	Они ошиблись и арестовали мужчину из-за его имени.		
8	Guro	6	main	wii	yílí zàná fuùlɔ́ wíǐ	tree overturn\PFV wind because	The tree overturned because of the wind.	дерево опрокидывать\PFV ветер из-за дело\NREF в	Дерево перевернулось из-за ветра.		
8	Guro	7	main	pa_ji_nya	gɔnɛ zàn gǎ kuu'nâ pá jì nya	male RESP die\PFV electricity track inside with	The man died from electrisity.	мужчина RESP умирать\PFV электричество след внутри с	Мужчина умер от удара электричества.		
8	Guro	7	alternate	nya	wò gɔnɛ zàn jɛ̌ lɛì nya	3PL male RESP hit\PFV bullet with	The man died from bullet.	3PL мужчина RESP бить\PFV пуля с	Мужчина умер из-за пули.		
8	Guro	8	main	lee	lɩ zàn vùò fɛ vun leè	woman RESP wake\PFV thing noise at	The woman woke up from the noise.	женщина RESP будить\PFV вещь шум у	Женщина проснулась от шума.		
8	Guro	9	main	pa_ji_nya	gɔnɛ zàn wuo à yaa-nâ nwɛ pɛ́ì nya	male RESP head COP hurt-PROG wine track inside with	A man's head hurts from the wine.	мужчина RESP голова COP болеть-PROG вино след внутри с	Голова мужчины болит от вина.		
8	Guro	10	main	ma	lɩ zàn yélí sí bɛnɛnɛ́ le bhulùlá-lɩ ma	woman RESP laughter leave\PFV puppy POSS roll-GER on	The woman laughed at the puppy's tumbling.	женщина RESP смех уходить\PFV щенок POSS толкать-GER на	Женщина рассмеялась над кувырканием щенка.		
8	Guro	11	main	zuo	gɔnɛ zàn gǎ lálɩ́ zɛ̀mà pɔ bhɩlɩ̀-lɩ zuo	male RESP die\PFV poison put 3SG.NSBJ on fish eat-GER behind	The man died from eating a poisonous fish.	мужчина RESP умирать\PFV яд класть 3SG.NSBJ на рыба есть-GER за	Мужчина умер от поедания ядовитой рыбы.		
8	Guro	12	main	ma	bɛ̀nɛ́ zàn jì-naná sɛ́bhɛ̂ le wà nɔ́ à lɛ̀ bhɛ à mà	girl RESP inside-be.satisfied\PFV paper COMPL 3PL>3SG.NSBJ give\PFV 3SG.NSBJ for ART 3SG.NSBJ on	The girl is satisfied with the paper she was given.	девушка RESP внутри-быть.довольным\PFV бумага COMPL 3PL>3SG.NSBJ давать\PFV 3SG.NSBJ для ART 3SG.NSBJ на	Девушка довольна бумагой, которую ей дали.		
8	Guro	13	main	ma	lɩ zàn bhílí filí é zàná le wɩ́ fɩ̂-lɩ ma	woman RESP liver boil\PFV 3SG.REFL husband POSS affair speak-GER on	The wife was angry because of what her husband has said.	женщина RESP печень кипеть\PFV 3SG.REFL муж POSS дело говорить-GER на	Женщина разозлилась на то, что сказал ее муж.		
8	Guro	14	main	ma	nɛ́ gɔnɛ nɛ́ jì naná wɩ́ kʋ́ ma	child male DIM inside be.satisfied\PFV affair this on	A boy was exсited about it.	ребёнок мужчина DIM нутро быть.довольным\PFV дело этот на	Мальчик этому обрадовался.		
8	Guro	15	main	lee	gɔnɛ zàn vʋ̌ tɔɔ́lɔ̌ lɔlɔ́ léè	male RESP leave\PFV soft hunger at	The man felt bad bacause of hunger.	мужчина RESP оставлять\PFV мягкий голод у	Мужчине стало плохо от голода.		
8	Guro	16	main	lee	gɔnɛ zàn gǎ lɔlɔ́ léè	male RESP die\PFV hunger at	The man died of starvation.	мужчина RESP умирать\PFV голод у	Мужчина умер от голода.		
8	Guro	17	main	lee	gɔnɛ zàn siaá kɔ́lɛ́ tɔ́nɔ́ léè	male RESP cry\PFV skin painful at	The man screamed from the pain.	мужчина RESP кричать\PFV кожа болезненный у	Мужчина кричит от боли.		
8	Guro	18	main	lee	lɩ zàn à nyɔ̀ɔ̀-nà dùnù lèè	woman RESP COP shake-PROG cold at	The woman is shivering from the cold.	женщина RESP COP трясти-PROG холод у	Женщина дрожит от холода.		
8	Guro	19	main	le_wi_ma	nɛ́ à wúɔ-nâ káná zɛ̀-nɛ à jì le wɩ́ ma	child COP cry sow-PROG fear put-GER 3SG.NSBJ inside POSS affair on	The child began to cry because he was frightened.	ребёнок COP плач сеять-PROG страх класть-GER 3SG.NSBJ внутри POSS дело на	Ребенок заплакал от того, что он испугался.		
8	Guro	19	alternate	lee	nɛ́ à wúɔ-nâ káná lèè 	child COP cry sow-PROG fear at	The child began to cry out of fear.	ребёнок COP плач сеять-PROG страх у	Ребенок заплакал от страха.		
8	Guro	20	main	le_wi_ma	nɛ́ à yélí sí-nâ à jì nànà-lɩ le wɩ́ ma	child COP laughter leave-PROG 3SG.NSBJ inside be.satisfied-GER POSS affair on	The child laughed out of satisfaction.	ребёнок COP смех уходить-PROG 3SG.NSBJ внутри быть.довольным-GER POSS дело на	Ребенок засмеялся от удовлетворения.		
8	Guro	21	main	le_wi_ma	nɛ́ yɔʋ́ kɔ́n pɩ-lɩ jǐ káná zɛ̀nɛ à jì le wɩ́ ma	DIM hide\PFV house spoilt in fear put-GER 3SG.NSBJ inside POSS affair on	A boy hid in a destroyed house out of fear.	DIM прятать\PFV дом испорченный в страх класть-GER 3SG.NSBJ внутри POSS делона	Ребёнок от страха спрятался в разрушенном доме.		
8	Guro	22	main	le_wi_ma	gɔnɛ zàn ká wɩ́ dʋ fɩ lɛ lo bò cɔ́ɛ̀nɛ́ le wɩ́ jǐ	male RESP NEG affair INDF speak PFV.NEG NEG self small POSS affair in	The man kept silent because of modesty.	мужчина RESP NEG дело INDF говорить PFV.NEG NEG сам маленький POSS дело в	Мужчина промолчал по скромности.		
8	Guro	23	main	le_wi_ma	lɩ zàn, káná-lɩ le wɩ́ ma, ye é bhʋɩ kún é bɛ ma	woman RESP be.afraid-GER POSS affair on then 3SG.REFL elder.brother grab\PFV 3SG.REFL arm on	The woman grabbed her brother’s hand because she was afraid.	женщина RESP бояться-GER POSS дело на и 3SG.REFL старший.брат хватать\PFV 3SG.REFL рука на	Женщина схватила руку брата, потому что была напугана.		
8	Guro	24	main	wii	lɩ zàn wɛ́lɛ́ì nyaá nyáná gɔ̀lɔ̀lɔ́ɔ́ dʋ pá-lɩ wiǐ	woman RESP bone inside finish\PFV work long INDF put.into-GER because	The woman got tired because she was working long.	женщина RESP кость внутри заканчивать\PFV работа длинный INDF класть.в-GER из-за	Женщина устала из-за того, что долго работала.		
8	Guro	25	main	lee	lɩ zàn ká sɔ́à yiɛ̀-lɩ nya kɛnɛnɛ nû leè lo	woman RESP NEG be.liked\IPFV.NEG-IPFV sleep-GER with mosquito PL at NEG	The woman can’t fall asleep because of the mosquitoes.	женщина RESP NEG нравиться\IPFV.NEG-IPFV спать-GER с комар PL у NEG	Женщина не могла уснуть из-за комаров.		
8	Guro	26	main	le_wi_ma	yí yuɛ́ kɛlɛ́ sese mɔnɛ le wɩ́ ma	water eye make\PFV clear lune POSS affair on	The water looks clear because of the moon.	вода глаз делать\PFV светлый месяц POSS дело на	Вода кажется чистой из-за луны.		
8	Guro	27	main	wii	gɔnɛ zàn le dɔ̌n lɛ́-sɔɔ́ à le bɛnɛ wiǐ	male RESP POSS hunting reach\PFV 3SG.NSBJ POSS dog because	The man had a successful hunt because of his dog.	мужчина RESP POSS охота достигать\PFV 3SG.NSBJ POSS собака из-за	Мужчина удачно сходил на охоту из-за собаки.		
8	Guro	28	main	va	lɩ zàn bhílí filí é zàná và	woman RESP liver boil\PFV 3SG.REFL husband at	The wife was angry at her husband.	женщина RESP печень кипеть\PFV 3SG.REFL муж у	Женщина разозлилась на мужа.		
8	Guro	29	main	pa_ji_nya	lɩ zàn dǎ é vòèlà é le nyáná la, à zàná páì nya	woman RESP come\PFV ADV last 3SG.REFL POSS work on 3SG.NSBJ husband track.inside with	The woman was late for work because of her husband.	женщина RESP приходить\PFV ADV последний 3SG.REFL POSS работа на 3SG.NSBJ муж след.нутро с	Женщина опоздала на работу из-за мужа.		
8	Guro	30	main	pa_ji_nya	munû gǎ tɛ́lɛ́mânyɔ̀ɔ̀nɛ páì nya	man PL die\PFV earthquake track.inside with	The people died because of the earthquake. 	человек PL умирать\PFV землетрясение след.нутро с	Люди умерли из-за землетрясения.		
8	Guro	31	main	pai	mi páì lè wɩ́ nyanɛ́ fáá nya	man track.inside PCOP affair bad all with	It is because of man all the bad things happened.	человек след.нутро PCOP дело злой весь с	Это вследствие человека суть плохие вещи.		
8	Guro	32	main	le_wi_ma	mi bhɛ, à yuɛ́và jɛ̌ dɔ̀ɔ̀lɔ̂ pá-lɩ à mà le wɩ́ ma	man this 3SG.NSBJ eyesight hit\PFV medicine put.into-GER 3SG.NSBJ surface POSS affair on	A man started to see better after an operation on his eye.	человек этот 3SG.NSBJ зрение бить\PFV лекарство класть.в-GER 3SG.NSBJ поверхность POSS дело на	Мужчина стал лучше видеть в результате операции на глазу.		
8	Guro	33	main	wii	lɩ zàn à é yuɛ́ ma mi kʋ́ à wìí	woman RESP COP 3SG.REFL eye on man this 3SG.NSBJ because	The woman stay alive because of this man.	женщина RESP COP 3SG.REFL глаз на человек этот 3SG.NSBJ из-за	Женщина осталась жива благодаря этому мужчине.		
8	Guro	34	main	nya	gɔnɛ zàn à fɩ́ é na lɛ bòà-wɩ̀ nya	male RESP 3SG.NSBJ speak\PFV 3SG.REFL wife for simple-affair\NREF with	The man told his wife about it out of naivety.	мужчина RESP 3SG.NSBJ говорить\PFV 3SG.REFL жена для простой-дело\NREF с	Мужчина рассказал жене об этом по простоте.		
8	Guro	35	main	n.a.	lɩ zàn bhùù é mɔɔ̀nɔnɛ́ và	woman RESP fail\PFV 3SG.REFL surprise at	A woman fell on her own surprise.	женщина RESP не.удаться\PFV 3SG.REFL surprise у	Женщина упала к собственному удивлению.	This translation is not included in the database because the causing event is expressed as an adverb, not a nominal phrase. 	
8	Guro	35	alternate	n.a.	lɩ zàn bhílí ká à lɛ̀ lo, à le wɩ́ ma le è bhùù	woman RESP liver NEG 3SG.NSBJ for NEG 3SG.NSBJ POSS affair on PCOP 3SG.SBJ fail\PFV	A woman was not paying attention, this is why she fell.	женщина RESP печень NEG 3SG.NSBJ для NEG 3SG.NSBJ POSS дело на PCOP 3SG.SBJ не.удаться\PFV	Женщина была невнимательна, поэтому она упала.	This translation is not included in the database because the causing and the caused events are not expressed in a single sentence.  	
8	Guro	36	main	le_wi_ma	viɔɔ̀n vɔ-zàn sɔ́ à zùnlɩ nya é le nyáná dɔ̀ɔ̀lɩ le wɩ́ ma	airplane sow-AG be.liked\PFV 3SG.NSBJ go.down-GER with 3SG.REFL POSS work know-GER POSS affair on	The pilot was able to land the plane thanks to good knowledge of his job.	самолёт сеять-AG нравиться\PFV 3SG.NSBJ спускаться-GER с 3SG.REFL POSS работа знать-GER POSS дело на	Мужчина посадил самолет благодаря знанию своей работы.		
8	Guro	37	main	n.a.	viɔɔ̀n vɔ-zàn ká sɔ́ lɛ à zùnlɩ nya lo, naa, è ká é le nyáná dɔ̀ɔ̀à é zì'má lo à le wɩ́ ma le	airplane sow-AG NEG be.liked PFV.NEG 3SG.NSBJ go.down-GER with NEG so 3SG.SBJ NEG 3SG.REFL POSS work know.NEG ADV good NEG 3SG.NSBJ POSS affair on PCOP	A pilot was not able to land an aircraft because he did not know his work good enough, this is why.	самолёт сеять-AG NEG нравиться PFV.NEG 3SG.NSBJ спускаться-GER с NEG итак 3SG.SBJ NEG 3SG.REFL POSS работа знать.NEG ADV хороший NEG 3SG.NSBJ POSS дело на PCOP	Пилот не смог посадить самолёт, поскольку он не знал свою работу хорошо, из-за этого.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
8	Guro	38	main	wii	guli-dan bhelèí và, munû é lu bhele lɔlɔ́ wíǐ	war-sell time at man PL IPFV herb eat-IPFV hunger because	In wartime, people ate grass out of hunger.	война-продавать время у человек PL IPFV трава есть-IPFV голод из-за	Во время войны люди с голоду ели траву.		
8	Guro	39	main	wi_ma	lɩ zàn wàlà à jǐ, à nà wɩ́ dɔ̀ɔ̀-lɩ́ wɩ̂ mà	woman RESP enter\PFV 3SG.NSBJ in 3SG.NSBJ at affair know-GER affair-GEN on	The woman went inside out of wish to know the deal in detail.	женщина RESP входить\PFV 3SG.NSBJ в 3SG.NSBJ в дело знать-GER дело-GEN на	Женщина зашла внутрт из желания узнать все в подробностях.		
