language_no	language_name	stimulus_no	status	causal_marker	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comments	comments_informal
4	French	1	main	a_cause_de	Le mouchoir est mouill-é à cause des larme-s.	DEF.M handkerchief(M) be.PRS.3SG soak-PTCP.PRF.M to cause of.DEF.PL tear(F)-PL	The handkerchief is wet from tears.		Платок мокрый от слез.		
4	French	2	main	sous	La branche s’ est cass-é-e sous le poids de l' oiseau.	DEF.F branch(F) REFL.3 be.PRS.3SG break.PTCP.PRF-F under DEF.M weight(M) of DEF.M bird(M)	The branch broke under the weight of the bird.		Ветка сломалась под весом птицы.		
4	French	3	main	a_cause_de	La femme touss-e à cause de la fumée.	DEF.F woman(F) cough-PRS.3SG to cause of DEF.F smoke(F)	The woman is coughing because of the smoke.		Женщина кашляет из-за дыма.		
4	French	4	main	a_cause_de	On ne voit pas la rive à cause de la brume.	one NEG see.PRS.3SG NEG2 DEF.F shore(F) to cause of DEF.F fog(F)	The shore isn’t visible because of the fog.		Берег не видно из-за тумана.		
4	French	5	main	par	L’ homme a été arrêt-é par erreur.	DEF.M man(M) have.PRS.3SG be.PTCP.PRF stop-PTCP.PRF.M by mistake(F)	The man was arrested by mistake.		Мужчину арестовали по ошибке.		
4	French	6	main	a_cause_de	L’ arbre est tomb-é à cause du vent.	DEF.M tree(M) be.PRS.3SG fall-PTCP.PRF.M to cause of.DEF.M wind(M)	The tree fell because of the wind.		Дерево упало от ветра.		
4	French	7	main	n.a.	L’ homme est mort électrocut-é.	DEF.M man(M) be.PRS.3SG die.PTCP.PRF.M electrocute-PTCP.PRF.M	The man died from electric shock.		Мужчина погиб от удара током.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
4	French	7	alternate	suite_a	L’ homme est mort suite à l’ électrocution.	DEF.M man(M) be.PRS.3SG die.PTCP.PRF.M following to DEF.F electrocution(F)	The man died after the electric shock.		Мужчина погиб в результате удара током.		
4	French	8	main	a_cause_de	La femme s’ est réveill-é-e à cause du bruit.	DEF.F woman(F) REFL.3 be.PRS.3SG wake-PTCP.PRF-F to cause of.DEF.M noise(M)	The woman woke up from the noise.		Женщина проснулась из-за шума.		
4	French	9	main	a_cause_de	L’ homme a mal à la tête à cause de la bière.	DEF.M man(M) have.PRS.3SG wrong(M) to DEF.F head(F) to cause of DEF.F beer(F)	The man has a headache from the beer.		У мужчины болит голова из-за пива.		
4	French	10	main	a_cause_de	La femme a ri à cause du chiot.	DEF.F woman(F) have.PRS.3SG laugh.PTCP.PRF to cause of.DEF.M puppy(M)	The woman laughed because of the puppy. 		Женщина засмеялась из-за щенка.		
4	French	11	main	n.a.	L’ homme est mort après avoir mangé du poisson venimeux.	DEF.M man(M) be.PRS.3SG die.PTCP.PRF.M after have.INF eat.PTCP.PRF of.DEF.M fish(M) poisonous.M	The man died after having eaten some poisonous fish.		Мужчина умер, поев ядовитой рыбы.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
4	French	12	main	de	La fille est contente de sa note.	DEF.F girl(F) be.PRS.3SG satisfied.F of POSS.3SG.F grade(F)	The girl is satisfied with her grade.		Девочка довольна своей оценкой.		
4	French	13	main	par	La femme a été fâch-é-e par les parole-s de son mari.	DEF.F woman(F) have.PRS.3SG be.PTCP.PRF anger-PTCP.PRF-F by DEF.PL speech(F)-PL of POSS.3SG.M husband(M)	The wife was angered by her husband’s words.		Женщина рассердилась на слова мужа.		
4	French	14	main	de	Le garçon est ravi de cette proposition.	DEF.M boy(M) be.PRS.3SG thrilled.M of this.F suggestion(F)	The boy is thrilled by this suggestion.		Мальчик в восторге от этого предложения.		
4	French	15	main	par	L’ homme est affaibli par la faim.	DEF.M man(M) be.PRS.3SG weaken.PTCP.PRF.M by DEF.F hunger(F)	The man is weakened by hunger.		Мужчина ослабел от голода.		
4	French	16	main	de	L’ homme est mort de faim.	DEF.M man(M) be.PRS.3SG die.PTCP.PRF.M of hunger(F)	The man died of starvation.		Мужчина умер от голода.		
4	French	17	main	de	L’ homme cri-e de douleur.	DEF.M man(M) scream-PRS.3SG of pain(F)	The man screams from the pain.		Мужчина кричит от боли.		
4	French	18	main	de	La femme trembl-e de froid.	DEF.F woman(F) shiver-PRS.3SG of cold(M)	The woman shivers from the cold.		Женщина дрожит от холода.		
4	French	19	main	de	L’ enfant pleur-e de peur.	DEF.M child(M) cry-PRS.3SG of fear(F)	The child cries from fear.		Ребенок плачет от страха.		
4	French	20	main	de	L’ enfant rit de joie.	DEF.M child(M) laugh.PRS.3SG of joy(F)	The child laughs out of joy.		Ребенок смеется от радости.		
4	French	21	main	n.a.	L’ enfant s’ est cach-é dans une grange car il avait peur.	DEF.M child(M) REFL.3SG be.PRS.3SG hide-PTCP.PRF.M in INDEF.F barn(F) as 3SG.M have.IMPF.3SG fear(F)	The child hid in the barn as he was afraid.		Ребенок спрятался в сарае, потому что ему было страшно.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
4	French	21	alternate	par	L’ enfant s’ est cach-é dans une grange par peur de quelque chose.	DEF.M child(M) REFL.3SG be.PRS.3SG hide-PTCP.PRF.M in INDEF.F barn(F) by fear(F) of some thing(F)	The child hid in the barn, afraid of something.		Ребенок спрятался в сарае, чего-то испугавшись. <букв. "в страхе чего-то">		
4	French	22	main	par	L’ homme n’ a rien dit par modestie.	DEF.M man(M) NEG have.PRS.3SG nothing say.PTCP.PRF by modesty(F)	The man didn't say a word out of modesty.		Мужчина ничего не сказал из скромности.		
4	French	23	main	par	La femme par peur a pris son frère par le bras.	DEF.F woman(F) by fear(F) have.PRS.3SG take.PTCP.PRF POSS.3SG.M brother(M) by DEF.M arm(M)	The woman held onto her elder brother’s arm in fear.		Женщина в страхе схватила брата за руку.		
4	French	24	main	par	La femme est fatigu-é-e par un long travail.	DEF.F woman(F) be.PRS.3SG tire-PTCP.PRF-F by INDEF.M long.M work(M)	The woman got tired from long work.		Женщина утомлена долгой работой.		
4	French	25	main	a_cause_de	La femme ne peut pas s’ endorm-ir à cause des moustique-s.	DEF.F woman(F) NEG can.PRS.3SG NEG2 REFL.3 fall.asleep-INF to cause of.DEF.PL mosquitoe(M)-PL 	The woman can’t fall asleep because of the mosquitoes.		Женщина не может заснуть из-за комаров.		
4	French	26	main	a_cause_de	L’ eau sembl-e claire à cause de la Lune.	DEF.F water(F) seem-PRS.3SG bright.F to cause of DEF.F moon(F)	The water looks bright because of the moon.		Вода кажется светлой из-за луны.		
4	French	27	main	grace_a	L’ homme a réussi à la chasse grâce à son chien.	DEF.M man(M) have.PRS.3SG achieve.PTCP.PRF to DEF.F hunt(F) thanks to POSS.3SG.M dog(M)	The man had a successful hunt thanks to his dog.		Мужчина удачно поохотился благодаря своей собаке.		
4	French	28	main	contre	La femme s’ est fâch-é-e contre son mari.	DEF.F woman(F) REFL.3 be.PRS.3SG anger-PTCP.PRF-F against POSS.3SG.M husband(M)	The wife got angry at her husband.		Женщина расссердилась на мужа.		
4	French	29	main	a_cause_de	La femme a été en retard pour son travail à cause de son mari.	DEF.F woman(F) have.PRS.3SG be.PTCP.PRF at delay for POSS.3SG.M work(M) to cause of POSS.3SG.M husband(M)	The woman was late for work because of her husband.		Женщина опоздала на работу из-за мужа.		
4	French	30	main	a_cause_de	Des homme-s sont mort-s à cause d’ un tremblement de terre.	INDEF.PL man(M)-PL be.PRS.3PL die.PTCP.PRF-PL to cause of INDEF.M tremor(M) of earth(F)	People died because of the earthquake.		Люди погибли из-за землетрясения.		
4	French	31	main	n.a.	L’ homme est coupable de tous les maux.	DEF.M man(M) be.PRS.3SG guilty.M of all.PL DEF.PL wrong(M).PL	Man is guilty of all the miseries.		Человек виноват во всех бедах.	This translation is not included in the database because the expected causal noun phrase is expressed as the grammatical subject.	
4	French	32	main	grace_a	La vue de cet homme s’ est amélior-é-e grâce à l’ opération.	DEF.F vision(F) of this.M man(M) REFL.3SG be.PRS.3SG improve-PTCP.PRF-F thanks to DEF.F surgery(F)	The eyesight of this man has improved thanks to the surgery.		Зрение этого мужчины улучшилось благодаря операции.		
4	French	33	main	grace_a	La femme est en vie grâce à cet homme.	DEF.F woman(F) be.PRS.3SG at life(F) thanks to this.M man(M)	The woman is alive thanks to that man.		Женщина жива благодаря этому мужчине.		
4	French	34	main	par	L’ homme l’ a dit à sa femme par bêtise.	DEF.M man(M) 3SG.M.ACC have.PRS.3SG say.PTCP.PRF to POSS.3SG.F woman(F) by foolishness(F)	The man told his wife about it out of stupidity.		Мужчина сказал это жене по глупости.		
4	French	35	main	par	La femme a gliss-é par inattention.	DEF.F woman(F) have.PRS.3SG slip.PTCP.PRF by inattention(F)	The woman slipped because of carelessness.		Женщина поскользнулась по неосторожности.		
4	French	36	main	grace_a	Le pilote a su faire atterrir l’ avion grâce à sa grande expérience.	DEF.M pilot(M) have.PRS.3SG be.able.PTCP.PRF do.INF land.INF DEF.M plane(M) thanks to POSS.3SG.F big.F experience(F)	The pilot was able to land the plane thanks to his solid experience.		Пилот смог посадить самолет благодаря большому опыту.		
4	French	37	main	par	Le pilote n’ a pas su faire atterrir l’ avion par manque d’ expérience.	DEF.M pilot(M) NEG have.PRS.3SG NEG2 be.able.PTCP.PRF do.INF land.INF DEF.M plane(M) by lack(F) of experience(F)	The pilot couldn’t land the plane due to the lack of experience.		Пилот не смог посадить самолет из-за отсутствия опыта.		
4	French	38	main	n.a.	Pendant la guerre, les gens mang-eaient l’ herbe parce qu’ ils av-aient faim.	during DEF.F war(F) DEF.PL person-PL eat-IMPF.3PL DEF.F grass(F) because COMP 3PL have-IMPF.3PL hunger(F)	During the war, people ate grass because they were hungry.		Во время войны люди от голода ели траву. <букв. "потому что были голодные">	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
4	French	39	main	par	La femme est rentr-é-e à l’ intérieur par curiosité.	DEF.F woman(F) be.PRS.3SG return-PTCP.PRF-F to DEF.M interior(M) by curiosity(F)	The woman went inside out of curiosity.		Женщина вошла внутрь из любопытства.		
4	French	40	main	par	L’ homme a tu-é sa femme par jalousie.	DEF.M man(M) have.PRS.3SG kill-PTCP.PRF POSS.3SG.F woman(F) by jealousy(F)	The man killed his wife out of jealousy.		Мужчина убил жену из ревности.		
4	French	41	main	par	L’ homme a tout racont-é par vanité.	DEF.M man(M) have.PRS.3SG everything tell-PTCP.PRF by vanity(F)	The man told everything out of vanity.		Мужчина все рассказал из тщеславия.		
4	French	42	main	n.a.	La femme a cass-é toute la vaisselle car elle était fâch-é-e.	DEF.F woman(F) have.PRS.3SG break-PTCP.PRF all.F DEF.F kitchenware(F) as 3SG.F be.IMPF.3SG anger-PTCP.PRF-F	The woman broke all the dishes out of anger.		Женщина разбила всю посуду, потому что была рассержена.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
4	French	43	main	a_cause_de	La femme s’ est couch-é-e habill-é-e à cause du froid.	DEF.F woman(F) REFL.3 be.PRS.3SG go.to.bed-PTCP.PRF-F dress-PTCP.PRF-F to cause of.DEF.M cold(M)	The woman went to sleep dressed because of the cold.		Женщина легла спать одетой из-за холода.		
4	French	44	main	pour	Le professeur a compliment-é l’ enfant pour son costume.	DEF.M professor(M) have.PRS.3SG compliment-PTCP.PRF DEF.M child(M) for POSS.3SG.M suit(M)	The professor complimented the child on his uniform.		Преподаватель похвалил ребенка за его костюм.		
4	French	45	main	pour	L’ homme a battu son voisin pour ses parole-s.	DEF.M man(M) have.PRS.3SG beat.PTCP.PRF POSS.3SG.M neighbour(M) for POSS.3SG.PL speech(F)-PL	The man beat his neighbor because of his words.		Мужчина побил соседа за его слова.		
4	French	46	main	pour	Les enfant-s se sont battu-s pour un ballon.	DEF.PL child(M)-PL REFL.3 be.PRS.3PL beat.PTCP.PRF-PL for INDEF.M ball(M)	The children fought over a ball.		Дети подрались из-за мяча.		
4	French	47	main	a_cause_de	L’homme s’ est disput-é avec son frère à cause de l’ héritage.	DEF.M man(M) REFL.3 be.PRS.3SG argue-PTCP.PRF with POSS.3SG.M brother(M) to cause of DEF.M inheritance(M)	The man argued with his brother over the inheritance.		Мужчина поссорился с братом из-за наследства.		
4	French	48	main	pour	La femme a achet-é ce livre pour les dessin-s.	DEF.F woman(F) have.PRS.3SG buy-PTCP.PRF this.M book(M) for DEF.PL drawing(M)-PL	The woman bought the book for the drawings.		Женщина купила эту книгу ради рисунков.		
4	French	49	main	a_cause_de	La femme a décid-é de ne pas voir son amie à cause de sa mauvaise humeur.	DEF.F woman(F) have.PRS.3SG decide-PTCP.PRF of NEG NEG2 see.INF POSS.3SG.F friend(F) to cause of POSS.3SG.F bad.F mood(F)	The woman decided not to meet her friend because of her bad mood.		Женщина решила не встречаться с подругой из-за плохого настроения.		
4	French	50	main	n.a.	Il a plu cette nuit car je vois les flaque-s d’ eau.	3SG.M have.PRS.3SG rain.PTCP.PRF this.F night(F) as 1SG see.PRS.1SG DEF.PL puddle(F)-PL of water(F)	It rained last night as I can see puddles.		Этой ночью шел дождь, потому что я вижу лужи.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
4	French	51	main	n.a.	L’ eau bout déjà . Car je vois les bulle-s.	DEF.F water(F) boil.PRS.3SG already. as 1SG see.PRS.1SG DEF.PL bubble(F)-PL	The water is already boiling as I can see bubbles.		Вода уже кипит. Потому что я вижу пузыри.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
4	French	52	main	n.a.	Rentr-e à l’ intérieur, car il fait froid.	return-IMP.2SG to DEF.M interior(M) as 3SG.M do.PRS.3SG cold(M)	Come back inside, as it is cold.		Возвращайся внутрь, потому что холодно.	This translation is not included in the database because the causing event is expressed as a dependent clause, not a noun phrase.	
4	French	53	main	n.a.	Où est mon pull ? Il fait froid.	where be.PRS.3SG POSS.1SG.M sweater(M)? 3SG.M do.PRS.3SG cold(M)	Where is my sweater? It is cold.		Где мой свитер? Холодно.	This translation is not included in the database because the expression corresponding to the causing event is not a syntactic dependent of the expression corresponding to the caused event.	
4	French	54	main	a_cause_de	Ce nombre ne peut pas être inférieur à 1 à cause des règle-s de mathématique.	this.M number(M) NEG can.PRS.3SG NEG2 be.INF inferior to 1 to cause of.DEF.PL law(F)-PL of mathematics(F)	This number cannot be less than one per mathematical laws.		Это число не может быть меньше единицы по математическим законам.		
